#    t [Myr]     r [kpc]    v [km/s]
  0.4572E+03  0.5414E+01  0.4687E+00
  0.4618E+03  0.5416E+01  0.4467E+00
  0.4664E+03  0.5419E+01  0.4254E+00
  0.4711E+03  0.5421E+01  0.4041E+00
  0.4758E+03  0.5422E+01  0.3843E+00
  0.4805E+03  0.5424E+01  0.3643E+00
  0.4853E+03  0.5426E+01  0.3457E+00
  0.4902E+03  0.5428E+01  0.3276E+00
  0.4951E+03  0.5429E+01  0.3099E+00
  0.5000E+03  0.5431E+01  0.2932E+00
