4.078049e-07, 0.000000e+00
2.751525e-06, 3.813881e-08
1.112118e-05, 3.911800e-06
2.800147e-05, 5.605962e-06
5.433008e-05, 1.024226e-05
9.086985e-05, 1.279895e-05
1.433291e-04, 1.873632e-05
2.114449e-04, 2.493803e-05
2.949180e-04, 3.030314e-05
3.947677e-04, 3.321412e-05
5.045977e-04, 3.951857e-05
6.282400e-04, 4.106855e-05
7.762106e-04, 5.280388e-05
9.386350e-04, 5.464625e-05
1.121632e-03, 6.738980e-05
1.319139e-03, 8.068761e-05
1.534422e-03, 8.949880e-05
1.767675e-03, 9.436849e-05
2.008416e-03, 9.742950e-05
2.272471e-03, 1.007376e-04
2.555970e-03, 1.109542e-04
2.856115e-03, 1.082390e-04
3.168204e-03, 1.126734e-04
3.502795e-03, 1.235776e-04
3.862036e-03, 1.526403e-04
4.241732e-03, 1.609415e-04
4.632177e-03, 1.592582e-04
5.042484e-03, 1.579770e-04
5.468286e-03, 1.862135e-04
5.914269e-03, 2.155101e-04
6.392090e-03, 2.707614e-04
6.887245e-03, 2.974006e-04
7.430918e-03, 2.712214e-04
7.968223e-03, 2.729649e-04
8.515654e-03, 2.762042e-04
9.073769e-03, 2.635283e-04
9.665344e-03, 2.678953e-04
1.028378e-02, 2.722291e-04
1.092320e-02, 2.893648e-04
1.159175e-02, 3.073563e-04
1.231218e-02, 3.440174e-04
1.310602e-02, 3.578829e-04
1.403878e-02, 4.217457e-04
1.536360e-02, 6.393619e-04
1.743941e-02, 7.686029e-04
1.968566e-02, 1.020321e-03
2.279494e-02, 1.487621e-03
2.750121e-02, 2.224940e-03
3.460556e-02, 3.382730e-03
4.542397e-02, 5.089744e-03
6.145809e-02, 6.988016e-03
8.322280e-02, 9.051639e-03
1.131194e-01, 1.172113e-02
1.519166e-01, 1.427807e-02
2.004673e-01, 1.734376e-02
2.577942e-01, 1.939503e-02
3.211216e-01, 2.147848e-02
3.874120e-01, 2.172212e-02
4.537098e-01, 2.217437e-02
5.173723e-01, 2.074768e-02
5.754175e-01, 1.922345e-02
6.281460e-01, 1.760354e-02
6.752099e-01, 1.592212e-02
7.168458e-01, 1.351567e-02
7.523142e-01, 1.065221e-02
7.825140e-01, 9.548930e-03
8.093184e-01, 8.427780e-03
8.327004e-01, 7.212789e-03
8.530279e-01, 6.397563e-03
8.708792e-01, 5.508560e-03
8.867106e-01, 4.852000e-03
9.006949e-01, 4.263166e-03
9.130672e-01, 3.709410e-03
9.239954e-01, 3.248741e-03
9.337928e-01, 2.946027e-03
9.425563e-01, 2.585905e-03
9.503506e-01, 2.309443e-03
9.573868e-01, 2.082438e-03
9.638320e-01, 1.921671e-03
9.697015e-01, 1.717784e-03
9.750978e-01, 1.599454e-03
9.800462e-01, 1.411137e-03
9.845928e-01, 1.322243e-03
9.888068e-01, 1.212362e-03
9.927334e-01, 1.141818e-03
9.963792e-01, 1.036164e-03
9.986531e-01, 3.015689e-04
9.989413e-01, 1.319170e-04
9.989433e-01, 1.338864e-04
9.989451e-01, 1.356713e-04
9.989468e-01, 1.373899e-04
9.989488e-01, 1.394276e-04
9.989503e-01, 1.409021e-04
9.989517e-01, 1.423324e-04
9.989533e-01, 1.439556e-04
9.989541e-01, 1.446626e-04
9.989566e-01, 1.471626e-04
9.989573e-01, 1.478806e-04
9.989588e-01, 1.493796e-04
9.989598e-01, 1.503837e-04
9.989616e-01, 1.522344e-04
9.989622e-01, 1.528476e-04
9.989510e-01, 1.415742e-04
9.989412e-01, 1.318533e-04
9.989166e-01, 1.071704e-04
9.989110e-01, 1.016303e-04
9.988915e-01, 8.208265e-05
9.988816e-01, 7.224212e-05
9.988586e-01, 4.923380e-05
9.988437e-01, 3.427788e-05
9.988296e-01, 2.020797e-05
9.988177e-01, 8.286157e-06
9.987994e-01, 9.955531e-06
9.987902e-01, 1.919281e-05
9.987746e-01, 3.480719e-05
9.987659e-01, 4.351058e-05
9.987472e-01, 6.216313e-05
9.987456e-01, 6.383457e-05
9.987263e-01, 8.308704e-05
9.987202e-01, 8.916501e-05
9.987068e-01, 1.025754e-04
9.986891e-01, 1.203514e-04
9.986865e-01, 1.229047e-04
9.986766e-01, 1.328064e-04
9.986641e-01, 1.453398e-04
9.986535e-01, 1.558613e-04
9.986440e-01, 1.654047e-04
9.986410e-01, 1.683729e-04
