# t [Myr]       r [kpc]       v [km/s]
  0.428333E+03  0.549776E+01  0.580036E+00
  0.428500E+03  0.549790E+01  0.783801E+00
  0.428666E+03  0.549801E+01  0.659522E+00
  0.428833E+03  0.549814E+01  0.760491E+00
  0.429000E+03  0.549826E+01  0.695758E+00
  0.429166E+03  0.549837E+01  0.696043E+00
  0.429333E+03  0.549850E+01  0.754047E+00
  0.429500E+03  0.549861E+01  0.654957E+00
  0.429666E+03  0.549874E+01  0.749750E+00
  0.429833E+03  0.549885E+01  0.614408E+00
  0.430000E+03  0.549897E+01  0.753738E+00
  0.430166E+03  0.549909E+01  0.685302E+00
  0.430333E+03  0.549921E+01  0.708933E+00
  0.430500E+03  0.549928E+01  0.420891E+00
  0.430666E+03  0.549938E+01  0.539219E+00
  0.430833E+03  0.549950E+01  0.747602E+00
  0.431000E+03  0.549965E+01  0.886877E+00
  0.431166E+03  0.549979E+01  0.801309E+00
  0.431333E+03  0.549991E+01  0.728267E+00
  0.431500E+03  0.550003E+01  0.702200E+00
  0.431666E+03  0.550019E+01  0.928057E+00
  0.431833E+03  0.550031E+01  0.695900E+00
  0.432000E+03  0.550041E+01  0.618705E+00
  0.432166E+03  0.550053E+01  0.685161E+00
  0.432333E+03  0.550060E+01  0.410238E+00
  0.432500E+03  0.550072E+01  0.723822E+00
  0.432666E+03  0.550080E+01  0.442546E+00
  0.432833E+03  0.550088E+01  0.485412E+00
  0.433000E+03  0.550104E+01  0.904426E+00
  0.433166E+03  0.550111E+01  0.451047E+00
  0.433333E+03  0.550117E+01  0.343655E+00
  0.433500E+03  0.550125E+01  0.433953E+00
  0.433666E+03  0.550135E+01  0.635761E+00
  0.433833E+03  0.550146E+01  0.644352E+00
  0.434000E+03  0.550158E+01  0.706784E+00
  0.434166E+03  0.550170E+01  0.698048E+00
  0.434333E+03  0.550178E+01  0.457490E+00
  0.434500E+03  0.550189E+01  0.635891E+00
  0.434666E+03  0.550197E+01  0.459638E+00
  0.434833E+03  0.550208E+01  0.678718E+00
  0.435000E+03  0.550218E+01  0.584332E+00
  0.435166E+03  0.550229E+01  0.620726E+00
  0.435333E+03  0.550239E+01  0.622874E+00
  0.435500E+03  0.550250E+01  0.618705E+00
  0.435666E+03  0.550262E+01  0.738706E+00
  0.435833E+03  0.550272E+01  0.588629E+00
  0.436000E+03  0.550282E+01  0.558553E+00
  0.436166E+03  0.550289E+01  0.403711E+00
  0.436333E+03  0.550294E+01  0.294315E+00
  0.436500E+03  0.550306E+01  0.689598E+00
  0.436666E+03  0.550313E+01  0.455249E+00
  0.436833E+03  0.550322E+01  0.498401E+00
  0.437000E+03  0.550334E+01  0.689598E+00
  0.437166E+03  0.550346E+01  0.758033E+00
  0.437333E+03  0.550356E+01  0.539219E+00
  0.437500E+03  0.550363E+01  0.448991E+00
  0.437666E+03  0.550377E+01  0.790244E+00
  0.437833E+03  0.550389E+01  0.717526E+00
  0.438000E+03  0.550396E+01  0.438249E+00
  0.438166E+03  0.550405E+01  0.508934E+00
  0.438333E+03  0.550414E+01  0.534922E+00
  0.438500E+03  0.550428E+01  0.805440E+00
  0.438666E+03  0.550443E+01  0.908537E+00
  0.438833E+03  0.550453E+01  0.564998E+00
  0.439000E+03  0.550464E+01  0.663683E+00
  0.439166E+03  0.550476E+01  0.693753E+00
  0.439333E+03  0.550490E+01  0.850719E+00
  0.439500E+03  0.550502E+01  0.678718E+00
  0.439666E+03  0.550511E+01  0.545552E+00
  0.439833E+03  0.550517E+01  0.309352E+00
  0.440000E+03  0.550529E+01  0.734562E+00
  0.440166E+03  0.550542E+01  0.736709E+00
  0.440333E+03  0.550552E+01  0.601519E+00
  0.440500E+03  0.550564E+01  0.695900E+00
  0.440666E+03  0.550575E+01  0.637909E+00
  0.440833E+03  0.550586E+01  0.655226E+00
  0.441000E+03  0.550598E+01  0.704492E+00
  0.441166E+03  0.550605E+01  0.459638E+00
  0.441333E+03  0.550616E+01  0.618705E+00
  0.441500E+03  0.550623E+01  0.431716E+00
  0.441666E+03  0.550632E+01  0.485412E+00
  0.441833E+03  0.550645E+01  0.814199E+00
  0.442000E+03  0.550649E+01  0.197601E+00
  0.442166E+03  0.550658E+01  0.524181E+00
  0.442333E+03  0.550664E+01  0.343584E+00
  0.442500E+03  0.550673E+01  0.569294E+00
  0.442666E+03  0.550683E+01  0.545552E+00
  0.442833E+03  0.550688E+01  0.315733E+00
  0.443000E+03  0.550698E+01  0.590777E+00
  0.443166E+03  0.550711E+01  0.747602E+00
  0.443333E+03  0.550716E+01  0.300636E+00
  0.443500E+03  0.550725E+01  0.556405E+00
  0.443666E+03  0.550731E+01  0.315797E+00
  0.443833E+03  0.550736E+01  0.309226E+00
  0.444000E+03  0.550745E+01  0.545663E+00
  0.444166E+03  0.550757E+01  0.693895E+00
  0.444333E+03  0.550764E+01  0.418743E+00
  0.444500E+03  0.550772E+01  0.446842E+00
  0.444666E+03  0.550785E+01  0.777678E+00
  0.444833E+03  0.550790E+01  0.315668E+00
  0.445000E+03  0.550799E+01  0.513439E+00
  0.445166E+03  0.550811E+01  0.700196E+00
  0.445333E+03  0.550824E+01  0.788258E+00
  0.445500E+03  0.550839E+01  0.829236E+00
  0.445666E+03  0.550851E+01  0.749597E+00
  0.445833E+03  0.550863E+01  0.680866E+00
  0.446000E+03  0.550876E+01  0.764788E+00
  0.446166E+03  0.550885E+01  0.545552E+00
  0.446333E+03  0.550899E+01  0.788258E+00
  0.446500E+03  0.550906E+01  0.431804E+00
  0.446666E+03  0.550920E+01  0.809736E+00
  0.446833E+03  0.550928E+01  0.474673E+00
  0.447000E+03  0.550938E+01  0.605815E+00
  0.447166E+03  0.550952E+01  0.833362E+00
  0.447333E+03  0.550962E+01  0.586361E+00
  0.447500E+03  0.550977E+01  0.865757E+00
  0.447666E+03  0.550989E+01  0.721675E+00
  0.447833E+03  0.550998E+01  0.534812E+00
  0.448000E+03  0.551001E+01  0.169714E+00
  0.448166E+03  0.551016E+01  0.859136E+00
  0.448333E+03  0.551027E+01  0.663683E+00
  0.448500E+03  0.551035E+01  0.436101E+00
  0.448666E+03  0.551043E+01  0.509038E+00
  0.448833E+03  0.551051E+01  0.425273E+00
  0.449000E+03  0.551059E+01  0.498299E+00
  0.449166E+03  0.551067E+01  0.455436E+00
  0.449333E+03  0.551078E+01  0.637909E+00
  0.449500E+03  0.551086E+01  0.491856E+00
  0.449666E+03  0.551093E+01  0.427508E+00
  0.449833E+03  0.551099E+01  0.307141E+00
  0.450000E+03  0.551104E+01  0.313585E+00
  0.450166E+03  0.551112E+01  0.504846E+00
  0.450333E+03  0.551121E+01  0.496151E+00
  0.450500E+03  0.551132E+01  0.622874E+00
  0.450666E+03  0.551141E+01  0.547812E+00
  0.450833E+03  0.551143E+01  0.150349E+00
  0.451000E+03  0.551153E+01  0.590656E+00
  0.451166E+03  0.551158E+01  0.266387E+00
  0.451333E+03  0.551167E+01  0.532665E+00
  0.451500E+03  0.551175E+01  0.455342E+00
  0.451666E+03  0.551182E+01  0.451139E+00
  0.451833E+03  0.551184E+01  0.107392E+00
  0.452000E+03  0.551192E+01  0.466082E+00
  0.452166E+03  0.551200E+01  0.455436E+00
  0.452333E+03  0.551214E+01  0.809736E+00
  0.452500E+03  0.551221E+01  0.451047E+00
  0.452666E+03  0.551231E+01  0.556405E+00
  0.452833E+03  0.551244E+01  0.783801E+00
  0.453000E+03  0.551249E+01  0.264239E+00
  0.453166E+03  0.551259E+01  0.599370E+00
  0.453333E+03  0.551273E+01  0.833362E+00
  0.453500E+03  0.551278E+01  0.309289E+00
  0.453666E+03  0.551284E+01  0.341577E+00
  0.453833E+03  0.551294E+01  0.605567E+00
  0.454000E+03  0.551305E+01  0.607964E+00
  0.454166E+03  0.551321E+01  0.949540E+00
  0.454333E+03  0.551333E+01  0.700196E+00
  0.454500E+03  0.551338E+01  0.270628E+00
  0.454666E+03  0.551343E+01  0.343725E+00
  0.454833E+03  0.551354E+01  0.605691E+00
  0.455000E+03  0.551362E+01  0.472525E+00
  0.455166E+03  0.551369E+01  0.448991E+00
  0.455333E+03  0.551378E+01  0.528369E+00
  0.455500E+03  0.551387E+01  0.500447E+00
  0.455666E+03  0.551391E+01  0.221228E+00
  0.455833E+03  0.551402E+01  0.685302E+00
  0.456000E+03  0.551414E+01  0.678718E+00
  0.456166E+03  0.551419E+01  0.281367E+00
  0.456333E+03  0.551427E+01  0.500549E+00
  0.456500E+03  0.551435E+01  0.436012E+00
  0.456666E+03  0.551443E+01  0.478969E+00
  0.456833E+03  0.551452E+01  0.549960E+00
  0.457000E+03  0.551458E+01  0.320028E+00
  0.457166E+03  0.551469E+01  0.650796E+00
  0.457333E+03  0.551476E+01  0.408173E+00
  0.457500E+03  0.551484E+01  0.496151E+00
  0.457666E+03  0.551492E+01  0.463934E+00
  0.457833E+03  0.551498E+01  0.358763E+00
  0.458000E+03  0.551507E+01  0.554143E+00
  0.458166E+03  0.551510E+01  0.135314E+00
  0.458333E+03  0.551521E+01  0.663819E+00
  0.458500E+03  0.551533E+01  0.678718E+00
  0.458666E+03  0.551541E+01  0.485412E+00
  0.458833E+03  0.551553E+01  0.713229E+00
  0.459000E+03  0.551560E+01  0.395203E+00
  0.459166E+03  0.551570E+01  0.631465E+00
  0.459333E+03  0.551581E+01  0.631595E+00
  0.459500E+03  0.551589E+01  0.487460E+00
  0.459666E+03  0.551598E+01  0.528477E+00
  0.459833E+03  0.551605E+01  0.373801E+00
  0.460000E+03  0.551611E+01  0.369353E+00
  0.460166E+03  0.551617E+01  0.356615E+00
  0.460333E+03  0.551626E+01  0.504846E+00
  0.460500E+03  0.551631E+01  0.334995E+00
  0.460666E+03  0.551634E+01  0.174011E+00
  0.460833E+03  0.551642E+01  0.436101E+00
  0.461000E+03  0.551650E+01  0.472428E+00
  0.461166E+03  0.551659E+01  0.519884E+00
  0.461333E+03  0.551668E+01  0.534922E+00
  0.461500E+03  0.551678E+01  0.601272E+00
  0.461666E+03  0.551686E+01  0.442546E+00
  0.461833E+03  0.551694E+01  0.500549E+00
  0.462000E+03  0.551704E+01  0.569061E+00
  0.462166E+03  0.551717E+01  0.764788E+00
  0.462333E+03  0.551727E+01  0.569294E+00
  0.462500E+03  0.551738E+01  0.648515E+00
  0.462666E+03  0.551750E+01  0.743305E+00
  0.462833E+03  0.551758E+01  0.440307E+00
  0.463000E+03  0.551766E+01  0.506890E+00
  0.463166E+03  0.551781E+01  0.852868E+00
  0.463333E+03  0.551789E+01  0.504743E+00
  0.463500E+03  0.551798E+01  0.524181E+00
  0.463666E+03  0.551808E+01  0.539108E+00
  0.463833E+03  0.551812E+01  0.244854E+00
  0.464000E+03  0.551822E+01  0.622874E+00
  0.464166E+03  0.551830E+01  0.425360E+00
  0.464333E+03  0.551838E+01  0.521925E+00
  0.464500E+03  0.551848E+01  0.562850E+00
  0.464666E+03  0.551853E+01  0.281367E+00
  0.464833E+03  0.551863E+01  0.605691E+00
  0.465000E+03  0.551870E+01  0.397432E+00
  0.465166E+03  0.551876E+01  0.358689E+00
  0.465333E+03  0.551884E+01  0.444603E+00
  0.465500E+03  0.551896E+01  0.758343E+00
  0.465666E+03  0.551905E+01  0.517630E+00
  0.465833E+03  0.551912E+01  0.410238E+00
  0.466000E+03  0.551922E+01  0.549960E+00
  0.466166E+03  0.551926E+01  0.234067E+00
  0.466333E+03  0.551934E+01  0.474770E+00
  0.466500E+03  0.551939E+01  0.298611E+00
  0.466666E+03  0.551945E+01  0.369353E+00
  0.466833E+03  0.551953E+01  0.448991E+00
  0.467000E+03  0.551956E+01  0.216976E+00
  0.467166E+03  0.551966E+01  0.575504E+00
  0.467333E+03  0.551972E+01  0.322242E+00
  0.467500E+03  0.551980E+01  0.466177E+00
  0.467666E+03  0.551984E+01  0.246951E+00
  0.467833E+03  0.551992E+01  0.464029E+00
  0.468000E+03  0.552002E+01  0.620853E+00
  0.468166E+03  0.552006E+01  0.221182E+00
  0.468333E+03  0.552017E+01  0.648781E+00
  0.468500E+03  0.552026E+01  0.534922E+00
  0.468666E+03  0.552036E+01  0.590535E+00
  0.468833E+03  0.552039E+01  0.191197E+00
  0.469000E+03  0.552050E+01  0.629446E+00
  0.469166E+03  0.552055E+01  0.268425E+00
  0.469333E+03  0.552064E+01  0.537070E+00
  0.469500E+03  0.552073E+01  0.526221E+00
  0.469666E+03  0.552081E+01  0.504743E+00
  0.469833E+03  0.552091E+01  0.571443E+00
  0.470000E+03  0.552101E+01  0.586361E+00
  0.470166E+03  0.552111E+01  0.551995E+00
  0.470333E+03  0.552122E+01  0.657374E+00
  0.470500E+03  0.552135E+01  0.771075E+00
  0.470666E+03  0.552144E+01  0.558439E+00
  0.470833E+03  0.552152E+01  0.470474E+00
  0.471000E+03  0.552164E+01  0.702344E+00
  0.471166E+03  0.552170E+01  0.311437E+00
  0.471333E+03  0.552181E+01  0.678857E+00
  0.471500E+03  0.552195E+01  0.824771E+00
  0.471666E+03  0.552207E+01  0.717379E+00
  0.471833E+03  0.552216E+01  0.515587E+00
  0.472000E+03  0.552218E+01  0.126723E+00
  0.472166E+03  0.552227E+01  0.528369E+00
  0.472333E+03  0.552231E+01  0.208383E+00
  0.472500E+03  0.552232E+01  0.902093E-01
  0.472666E+03  0.552235E+01  0.165384E+00
  0.472833E+03  0.552244E+01  0.498401E+00
  0.473000E+03  0.552253E+01  0.556291E+00
  0.473166E+03  0.552261E+01  0.457490E+00
  0.473333E+03  0.552268E+01  0.425273E+00
  0.473500E+03  0.552278E+01  0.549960E+00
  0.473666E+03  0.552281E+01  0.225523E+00
  0.473833E+03  0.552288E+01  0.414533E+00
  0.474000E+03  0.552295E+01  0.363059E+00
  0.474166E+03  0.552300E+01  0.337211E+00
  0.474333E+03  0.552303E+01  0.133166E+00
  0.474500E+03  0.552312E+01  0.562850E+00
  0.474666E+03  0.552320E+01  0.466177E+00
  0.474833E+03  0.552326E+01  0.330700E+00
  0.475000E+03  0.552329E+01  0.182604E+00
  0.475166E+03  0.552336E+01  0.401646E+00
  0.475333E+03  0.552343E+01  0.457490E+00
  0.475500E+03  0.552346E+01  0.158973E+00
  0.475666E+03  0.552357E+01  0.631595E+00
  0.475833E+03  0.552364E+01  0.416596E+00
  0.476000E+03  0.552372E+01  0.483363E+00
  0.476166E+03  0.552381E+01  0.528369E+00
  0.476333E+03  0.552389E+01  0.474673E+00
  0.476500E+03  0.552400E+01  0.653077E+00
  0.476666E+03  0.552412E+01  0.683013E+00
  0.476833E+03  0.552419E+01  0.423125E+00
  0.477000E+03  0.552430E+01  0.614408E+00
  0.477166E+03  0.552437E+01  0.418829E+00
  0.477333E+03  0.552443E+01  0.358689E+00
  0.477500E+03  0.552449E+01  0.380246E+00
  0.477666E+03  0.552458E+01  0.485412E+00
  0.477833E+03  0.552462E+01  0.281367E+00
  0.478000E+03  0.552474E+01  0.672412E+00
  0.478166E+03  0.552480E+01  0.335063E+00
  0.478333E+03  0.552490E+01  0.616430E+00
  0.478500E+03  0.552500E+01  0.573591E+00
  0.478666E+03  0.552504E+01  0.231967E+00
  0.478833E+03  0.552519E+01  0.889206E+00
  0.479000E+03  0.552529E+01  0.610112E+00
  0.479166E+03  0.552536E+01  0.375872E+00
  0.479333E+03  0.552544E+01  0.494003E+00
  0.479500E+03  0.552551E+01  0.380246E+00
  0.479666E+03  0.552562E+01  0.659387E+00
  0.479833E+03  0.552566E+01  0.236263E+00
  0.480000E+03  0.552572E+01  0.382316E+00
  0.480166E+03  0.552585E+01  0.760491E+00
  0.480333E+03  0.552591E+01  0.330768E+00
  0.480500E+03  0.552595E+01  0.247002E+00
  0.480666E+03  0.552603E+01  0.446842E+00
  0.480833E+03  0.552605E+01  0.139610E+00
  0.481000E+03  0.552613E+01  0.448899E+00
  0.481166E+03  0.552618E+01  0.330835E+00
  0.481333E+03  0.552629E+01  0.605691E+00
  0.481500E+03  0.552635E+01  0.382316E+00
  0.481666E+03  0.552637E+01  0.105266E+00
  0.481833E+03  0.552644E+01  0.418829E+00
  0.482000E+03  0.552653E+01  0.526221E+00
  0.482166E+03  0.552657E+01  0.234163E+00
  0.482333E+03  0.552667E+01  0.590656E+00
  0.482500E+03  0.552671E+01  0.247002E+00
  0.482666E+03  0.552681E+01  0.547812E+00
  0.482833E+03  0.552688E+01  0.420977E+00
  0.483000E+03  0.552694E+01  0.371576E+00
  0.483166E+03  0.552702E+01  0.440398E+00
  0.483333E+03  0.552710E+01  0.494003E+00
  0.483500E+03  0.552715E+01  0.274924E+00
  0.483666E+03  0.552720E+01  0.317946E+00
  0.483833E+03  0.552730E+01  0.607715E+00
  0.484000E+03  0.552737E+01  0.393135E+00
  0.484166E+03  0.552741E+01  0.214828E+00
  0.484333E+03  0.552748E+01  0.395122E+00
  0.484500E+03  0.552762E+01  0.863609E+00
  0.484666E+03  0.552766E+01  0.244904E+00
  0.484833E+03  0.552776E+01  0.545552E+00
  0.485000E+03  0.552784E+01  0.478969E+00
  0.485166E+03  0.552791E+01  0.448991E+00
  0.485333E+03  0.552803E+01  0.674284E+00
  0.485500E+03  0.552810E+01  0.401729E+00
  0.485666E+03  0.552821E+01  0.646633E+00
  0.485833E+03  0.552829E+01  0.511186E+00
  0.486000E+03  0.552839E+01  0.584213E+00
  0.486166E+03  0.552848E+01  0.479067E+00
  0.486333E+03  0.552860E+01  0.725970E+00
  0.486500E+03  0.552868E+01  0.448899E+00
  0.486666E+03  0.552867E+01 -0.622874E-01
  0.486833E+03  0.552876E+01  0.537070E+00
  0.487000E+03  0.552886E+01  0.592804E+00
  0.487166E+03  0.552892E+01  0.356542E+00
  0.487333E+03  0.552904E+01  0.691746E+00
  0.487500E+03  0.552908E+01  0.257741E+00
  0.487666E+03  0.552914E+01  0.378020E+00
  0.487833E+03  0.552921E+01  0.365208E+00
  0.488000E+03  0.552924E+01  0.186862E+00
  0.488166E+03  0.552932E+01  0.483264E+00
  0.488333E+03  0.552941E+01  0.532774E+00
  0.488500E+03  0.552949E+01  0.459638E+00
  0.488666E+03  0.552954E+01  0.324324E+00
  0.488833E+03  0.552961E+01  0.371653E+00
  0.489000E+03  0.552966E+01  0.304993E+00
  0.489166E+03  0.552970E+01  0.221228E+00
  0.489333E+03  0.552977E+01  0.429656E+00
  0.489500E+03  0.552981E+01  0.227671E+00
  0.489666E+03  0.552989E+01  0.453194E+00
  0.489833E+03  0.552994E+01  0.287870E+00
  0.490000E+03  0.552995E+01  0.109540E+00
  0.490166E+03  0.553007E+01  0.661535E+00
  0.490333E+03  0.553013E+01  0.348022E+00
  0.490500E+03  0.553015E+01  0.120254E+00
  0.490666E+03  0.553024E+01  0.526329E+00
  0.490833E+03  0.553027E+01  0.201938E+00
  0.491000E+03  0.553031E+01  0.223330E+00
  0.491166E+03  0.553032E+01  0.515587E-01
  0.491333E+03  0.553036E+01  0.283573E+00
  0.491500E+03  0.553044E+01  0.412301E+00
  0.491666E+03  0.553049E+01  0.313649E+00
  0.491833E+03  0.553057E+01  0.464029E+00
  0.492000E+03  0.553066E+01  0.538998E+00
  0.492166E+03  0.553071E+01  0.283573E+00
  0.492333E+03  0.553075E+01  0.270683E+00
  0.492500E+03  0.553081E+01  0.328552E+00
  0.492666E+03  0.553089E+01  0.466177E+00
  0.492833E+03  0.553100E+01  0.625150E+00
  0.493000E+03  0.553105E+01  0.343584E+00
  0.493166E+03  0.553111E+01  0.309352E+00
  0.493333E+03  0.553120E+01  0.564882E+00
  0.493500E+03  0.553128E+01  0.485412E+00
  0.493666E+03  0.553139E+01  0.588629E+00
  0.493833E+03  0.553144E+01  0.304993E+00
  0.494000E+03  0.553156E+01  0.747449E+00
  0.494166E+03  0.553162E+01  0.315797E+00
  0.494333E+03  0.553177E+01  0.910685E+00
  0.494500E+03  0.553184E+01  0.401646E+00
  0.494666E+03  0.553194E+01  0.552108E+00
  0.494833E+03  0.553202E+01  0.485412E+00
  0.495000E+03  0.553211E+01  0.549847E+00
  0.495166E+03  0.553215E+01  0.249201E+00
  0.495333E+03  0.553225E+01  0.564882E+00
  0.495500E+03  0.553236E+01  0.625022E+00
  0.495666E+03  0.553241E+01  0.320094E+00
  0.495833E+03  0.553249E+01  0.491856E+00
  0.495999E+03  0.553256E+01  0.399580E+00
  0.496166E+03  0.553258E+01  0.751744E-01
  0.496333E+03  0.553262E+01  0.270628E+00
  0.496500E+03  0.553268E+01  0.358689E+00
  0.496666E+03  0.553274E+01  0.315797E+00
  0.496833E+03  0.553282E+01  0.502595E+00
  0.496999E+03  0.553287E+01  0.259942E+00
  0.497166E+03  0.553292E+01  0.302784E+00
  0.497333E+03  0.553298E+01  0.380246E+00
  0.497499E+03  0.553304E+01  0.332984E+00
  0.497666E+03  0.553307E+01  0.180382E+00
  0.497833E+03  0.553308E+01  0.537070E-01
  0.497999E+03  0.553314E+01  0.375949E+00
  0.498166E+03  0.553317E+01  0.184677E+00
  0.498333E+03  0.553324E+01  0.393135E+00
  0.498499E+03  0.553327E+01  0.156825E+00
  0.498666E+03  0.553328E+01  0.100928E+00
  0.498833E+03  0.553341E+01  0.730416E+00
  0.498999E+03  0.553346E+01  0.279277E+00
  0.499166E+03  0.553355E+01  0.575504E+00
  0.499333E+03  0.553360E+01  0.294315E+00
  0.499499E+03  0.553370E+01  0.539219E+00
  0.499666E+03  0.553378E+01  0.496050E+00
  0.499833E+03  0.553386E+01  0.464029E+00
  0.499999E+03  0.553389E+01  0.184752E+00
