# Result file created using grackle standalone program.
# mass units used: 1.98848e+23 [g]
# length units used: 3.08568e+15 [cm]
# velocity units units used: 100000 [cm/s]
# dt used: 0.0102271 [internal units]
# hydrogen mass fraction used: 1
# gas density used: 0.247132 [internal units]
# inital internal energy used: 1.23816 [internal units]
# Grackle parameters:
# grackle_chemistry_data.use_grackle = 1
# grackle_chemistry_data.with_radiative_cooling 1
# grackle_chemistry_data.primordial_chemistry = 1
# grackle_chemistry_data.dust_chemistry = 0
# grackle_chemistry_data.metal_cooling = 0
# grackle_chemistry_data.UVbackground = 0
# grackle_chemistry_data.grackle_data_file = 
# grackle_chemistry_data.use_radiative_transfer = 1
# grackle_chemistry_data.HydrogenFractionByMass = 1
# grackle_chemistry_data.Gamma = 1.66667
# Grackle field data:
# grackle_fields.density = 0.247132
# grackle_fields.internal_energy = 1.23816
# grackle_fields.HI_density = 0.247132
# grackle_fields.HII_density = 8.41156e-68
# grackle_fields.HeI_density = 3.36462e-67
# grackle_fields.HeII_density = 3.36462e-67
# grackle_fields.HeIII_density = 3.36462e-67
# grackle_fields.e_density = 8.41156e-68
# grackle_fields.HM_density = 2.47132e-21
# grackle_fields.H2I_density = 2.47132e-21
# grackle_fields.H2II_density = 2.47132e-21
# grackle_fields.DI_density = 2.47132e-21
# grackle_fields.DII_density = 2.47132e-21
# grackle_fields.HDI_density = 2.47132e-21
# grackle_fields.metal_density = 0
# grackle_fields.x_velocity = 0
# grackle_fields.y_velocity = 0
# grackle_fields.z_velocity = 0
# grackle_fields.volumetric_heating_rate = 0
# grackle_fields.specific_heating_rate = 0
# grackle_fields.RT_HI_ionization_rate = 0
# grackle_fields.RT_HeI_ionization_rate = 0
# grackle_fields.RT_HeII_ionization_rate = 0
# grackle_fields.RT_H2_dissociation_rate = 0
# grackle_fields.RT_heating_rate = 0
#    step       Time [yr]         dt [yr] Temperature [K]  Mean M Wgt [1]   Tot dens [IU]    HI dens [IU]   HII dens [IU]   HeI dens [IU]  HeII dens [IU] HeIII dens [IU] e- n. dens [IU] IntrnEnerg [IU]
        0       1.000e-10       1.000e+01       1.000e+02       1.000e+00       2.471e-01       2.471e-01       8.412e-68       3.365e-67       3.365e-67       3.365e-67       8.412e-68       1.238e+00
       64       6.607e-07       1.065e-08       1.017e+02       1.000e+00       2.471e-01       2.471e-01       8.400e-06       0.000e+00       0.000e+00       0.000e+00       8.400e-06       1.259e+00
      128       1.365e-06       1.135e-08       1.034e+02       9.999e-01       2.471e-01       2.471e-01       1.735e-05       0.000e+00       0.000e+00       0.000e+00       1.735e-05       1.281e+00
      192       2.116e-06       1.210e-08       1.053e+02       9.999e-01       2.471e-01       2.471e-01       2.690e-05       0.000e+00       0.000e+00       0.000e+00       2.690e-05       1.304e+00
      256       2.916e-06       1.290e-08       1.073e+02       9.998e-01       2.471e-01       2.471e-01       3.708e-05       0.000e+00       0.000e+00       0.000e+00       3.708e-05       1.329e+00
      320       3.769e-06       1.376e-08       1.095e+02       9.998e-01       2.471e-01       2.471e-01       4.792e-05       0.000e+00       0.000e+00       0.000e+00       4.792e-05       1.356e+00
      384       4.679e-06       1.466e-08       1.117e+02       9.998e-01       2.471e-01       2.471e-01       5.949e-05       0.000e+00       0.000e+00       0.000e+00       5.949e-05       1.384e+00
      448       5.648e-06       1.563e-08       1.142e+02       9.997e-01       2.471e-01       2.471e-01       7.182e-05       0.000e+00       0.000e+00       0.000e+00       7.182e-05       1.414e+00
      512       6.682e-06       1.667e-08       1.168e+02       9.997e-01       2.471e-01       2.470e-01       8.496e-05       0.000e+00       0.000e+00       0.000e+00       8.496e-05       1.446e+00
      576       7.784e-06       1.777e-08       1.195e+02       9.996e-01       2.471e-01       2.470e-01       9.896e-05       0.000e+00       0.000e+00       0.000e+00       9.896e-05       1.481e+00
      640       8.959e-06       1.894e-08       1.225e+02       9.995e-01       2.471e-01       2.470e-01       1.139e-04       0.000e+00       0.000e+00       0.000e+00       1.139e-04       1.517e+00
      704       1.021e-05       2.019e-08       1.256e+02       9.995e-01       2.471e-01       2.470e-01       1.298e-04       0.000e+00       0.000e+00       0.000e+00       1.298e-04       1.556e+00
      768       1.155e-05       2.152e-08       1.290e+02       9.994e-01       2.471e-01       2.470e-01       1.468e-04       0.000e+00       0.000e+00       0.000e+00       1.468e-04       1.598e+00
      832       1.297e-05       2.295e-08       1.325e+02       9.993e-01       2.471e-01       2.470e-01       1.649e-04       0.000e+00       0.000e+00       0.000e+00       1.649e-04       1.642e+00
      896       1.449e-05       2.446e-08       1.363e+02       9.993e-01       2.471e-01       2.469e-01       1.842e-04       0.000e+00       0.000e+00       0.000e+00       1.842e-04       1.689e+00
      960       1.610e-05       2.608e-08       1.404e+02       9.992e-01       2.471e-01       2.469e-01       2.047e-04       0.000e+00       0.000e+00       0.000e+00       2.047e-04       1.740e+00
     1024       1.783e-05       2.780e-08       1.447e+02       9.991e-01       2.471e-01       2.469e-01       2.266e-04       0.000e+00       0.000e+00       0.000e+00       2.266e-04       1.793e+00
     1088       1.967e-05       2.964e-08       1.493e+02       9.990e-01       2.471e-01       2.469e-01       2.500e-04       0.000e+00       0.000e+00       0.000e+00       2.500e-04       1.851e+00
     1152       2.163e-05       3.160e-08       1.542e+02       9.989e-01       2.471e-01       2.469e-01       2.749e-04       0.000e+00       0.000e+00       0.000e+00       2.749e-04       1.912e+00
     1216       2.372e-05       3.368e-08       1.594e+02       9.988e-01       2.471e-01       2.468e-01       3.014e-04       0.000e+00       0.000e+00       0.000e+00       3.014e-04       1.977e+00
     1280       2.594e-05       3.591e-08       1.650e+02       9.987e-01       2.471e-01       2.468e-01       3.297e-04       0.000e+00       0.000e+00       0.000e+00       3.297e-04       2.046e+00
     1344       2.832e-05       3.828e-08       1.709e+02       9.985e-01       2.471e-01       2.468e-01       3.598e-04       0.000e+00       0.000e+00       0.000e+00       3.598e-04       2.120e+00
     1408       3.085e-05       4.081e-08       1.773e+02       9.984e-01       2.471e-01       2.467e-01       3.920e-04       0.000e+00       0.000e+00       0.000e+00       3.920e-04       2.198e+00
     1472       3.355e-05       4.350e-08       1.840e+02       9.983e-01       2.471e-01       2.467e-01       4.262e-04       0.000e+00       0.000e+00       0.000e+00       4.262e-04       2.282e+00
     1536       3.642e-05       4.638e-08       1.912e+02       9.981e-01       2.471e-01       2.467e-01       4.627e-04       0.000e+00       0.000e+00       0.000e+00       4.627e-04       2.372e+00
