# file 'T0_razoumov_evolution_caseB.dat'
#    time (yr)   neutral fraction   temperature
       8.609E+04    5.16935E-08         35926.
       8.782E+04    5.16498E-08         35959.
       8.960E+04    5.15881E-08         35992.
       9.141E+04    5.15633E-08         36026.
       9.325E+04    5.15248E-08         36060.
       9.514E+04    5.14541E-08         36095.
       9.706E+04    5.14131E-08         36131.
       9.902E+04    5.13744E-08         36167.
       1.010E+05    5.13181E-08         36204.
       1.031E+05    5.12726E-08         36241.
       1.051E+05    5.12166E-08         36279.
       1.073E+05    5.11787E-08         36317.
       1.094E+05    5.11254E-08         36357.
       1.116E+05    5.10594E-08         36396.
       1.139E+05    5.10010E-08         36437.
       1.162E+05    5.09693E-08         36478.
       1.185E+05    5.08900E-08         36519.
       1.209E+05    5.08532E-08         36562.
       1.234E+05    5.07875E-08         36604.
       1.259E+05    5.07281E-08         36648.
       1.284E+05    5.06697E-08         36692.
       1.310E+05    5.06110E-08         36737.
       1.336E+05    5.05569E-08         36782.
       1.363E+05    5.05038E-08         36828.
       1.391E+05    5.04496E-08         36875.
       1.419E+05    5.03704E-08         36923.
       1.448E+05    5.03345E-08         36971.
       1.477E+05    5.02595E-08         37020.
       1.507E+05    5.01949E-08         37070.
       1.537E+05    5.01096E-08         37120.
       1.568E+05    5.00679E-08         37171.
       1.600E+05    5.00106E-08         37222.
       1.632E+05    4.99280E-08         37275.
       1.665E+05    4.98749E-08         37328.
       1.699E+05    4.97907E-08         37382.
       1.733E+05    4.97258E-08         37436.
       1.768E+05    4.96633E-08         37492.
       1.804E+05    4.95888E-08         37548.
       1.840E+05    4.95150E-08         37604.
       1.877E+05    4.94549E-08         37662.
       1.915E+05    4.93760E-08         37720.
       1.954E+05    4.93026E-08         37779.
       1.993E+05    4.92419E-08         37839.
       2.033E+05    4.91782E-08         37899.
       2.075E+05    4.90792E-08         37960.
       2.116E+05    4.90017E-08         38022.
       2.159E+05    4.89246E-08         38085.
       2.203E+05    4.88484E-08         38149.
       2.247E+05    4.87865E-08         38213.
       2.293E+05    4.86986E-08         38278.
       2.339E+05    4.86214E-08         38343.
       2.386E+05    4.85359E-08         38410.
       2.434E+05    4.84747E-08         38477.
       2.483E+05    4.83772E-08         38545.
       2.534E+05    4.82957E-08         38613.
       2.585E+05    4.82174E-08         38682.
       2.637E+05    4.81413E-08         38752.
       2.690E+05    4.80671E-08         38823.
       2.745E+05    4.79718E-08         38895.
       2.800E+05    4.78810E-08         38967.
       2.856E+05    4.77971E-08         39040.
       2.914E+05    4.77087E-08         39113.
       2.973E+05    4.76250E-08         39187.
       3.033E+05    4.75441E-08         39262.
       3.094E+05    4.74665E-08         39338.
       3.157E+05    4.73730E-08         39414.
       3.220E+05    4.72768E-08         39491.
       3.285E+05    4.71911E-08         39569.
       3.352E+05    4.71014E-08         39647.
       3.420E+05    4.70129E-08         39726.
       3.489E+05    4.69344E-08         39805.
       3.559E+05    4.68398E-08         39885.
       3.631E+05    4.67553E-08         39966.
       3.704E+05    4.66543E-08         40047.
       3.779E+05    4.65703E-08         40129.
       3.855E+05    4.64862E-08         40211.
       3.933E+05    4.63998E-08         40294.
       4.013E+05    4.63157E-08         40378.
       4.094E+05    4.62067E-08         40462.
       4.176E+05    4.61130E-08         40546.
       4.260E+05    4.60182E-08         40631.
       4.347E+05    4.59329E-08         40717.
       4.434E+05    4.58401E-08         40803.
       4.524E+05    4.57480E-08         40889.
       4.615E+05    4.56567E-08         40976.
       4.708E+05    4.55730E-08         41064.
       4.803E+05    4.54548E-08         41151.
       4.900E+05    4.53944E-08         41239.
       4.999E+05    4.52906E-08         41327.
       5.100E+05    1.52127E-03         31082.
       5.203E+05    2.62365E-02         16292.
       5.308E+05    8.43432E-02         11949.
       5.416E+05    1.47032E-01         10442.
       5.525E+05    2.07570E-01          9616.
       5.636E+05    2.64049E-01          9069.
       5.750E+05    3.15958E-01          8667.
       5.866E+05    3.63336E-01          8352.
       5.985E+05    4.06454E-01          8096.
       6.106E+05    4.45667E-01          7882.
       6.229E+05    4.81345E-01          7698.
       6.355E+05    5.13846E-01          7539.
       6.483E+05    5.43501E-01          7398.
       6.614E+05    5.70611E-01          7273.
       6.747E+05    5.95444E-01          7162.
       6.884E+05    6.18238E-01          7061.
       7.023E+05    6.39205E-01          6970.
       7.164E+05    6.58531E-01          6886.
       7.309E+05    6.76380E-01          6810.
       7.457E+05    6.92899E-01          6740.
       7.607E+05    7.08214E-01          6676.
       7.761E+05    7.22442E-01          6616.
       7.918E+05    7.35682E-01          6561.
       8.077E+05    7.48024E-01          6510.
       8.240E+05    7.59548E-01          6462.
       8.407E+05    7.70326E-01          6417.
       8.577E+05    7.80421E-01          6376.
       8.750E+05    7.89890E-01          6337.
       8.926E+05    7.98785E-01          6300.
       9.107E+05    8.07151E-01          6266.
       9.291E+05    8.15030E-01          6233.
       9.478E+05    8.22461E-01          6203.
       9.669E+05    8.29476E-01          6174.
       9.865E+05    8.36106E-01          6147.
       1.006E+06    8.42380E-01          6121.
       1.027E+06    8.48323E-01          6097.
       1.047E+06    8.53958E-01          6074.
       1.069E+06    8.59306E-01          6052.
       1.090E+06    8.64387E-01          6031.
       1.112E+06    8.69218E-01          6011.
       1.135E+06    8.73816E-01          5992.
       1.158E+06    8.78195E-01          5974.
       1.181E+06    8.82369E-01          5957.
       1.205E+06    8.86352E-01          5941.
       1.229E+06    8.90154E-01          5925.
       1.254E+06    8.93787E-01          5910.
       1.279E+06    8.97260E-01          5896.
       1.305E+06    9.00582E-01          5883.
       1.331E+06    9.03763E-01          5869.
       1.358E+06    9.06810E-01          5857.
       1.386E+06    9.09731E-01          5845.
       1.414E+06    9.12532E-01          5833.
       1.442E+06    9.15220E-01          5822.
       1.471E+06    9.17801E-01          5812.
       1.501E+06    9.20281E-01          5802.
       1.531E+06    9.22664E-01          5792.
       1.562E+06    9.24955E-01          5782.
       1.594E+06    9.27160E-01          5773.
       1.626E+06    9.29282E-01          5765.
       1.659E+06    9.31326E-01          5756.
       1.692E+06    9.33295E-01          5748.
       1.727E+06    9.35193E-01          5740.
       1.761E+06    9.37022E-01          5733.
       1.797E+06    9.38787E-01          5725.
       1.833E+06    9.40490E-01          5718.
       1.870E+06    9.42134E-01          5712.
       1.908E+06    9.43722E-01          5705.
       1.947E+06    9.45256E-01          5699.
       1.986E+06    9.46738E-01          5693.
       2.026E+06    9.48170E-01          5687.
       2.067E+06    9.49556E-01          5681.
       2.109E+06    9.50896E-01          5675.
       2.151E+06    9.52193E-01          5670.
       2.195E+06    9.53448E-01          5665.
       2.239E+06    9.54663E-01          5660.
       2.284E+06    9.55840E-01          5655.
       2.330E+06    9.56980E-01          5650.
       2.377E+06    9.58084E-01          5646.
       2.425E+06    9.59155E-01          5641.
       2.474E+06    9.60193E-01          5637.
       2.524E+06    9.61199E-01          5633.
       2.575E+06    9.62175E-01          5629.
       2.627E+06    9.63123E-01          5625.
       2.680E+06    9.64042E-01          5621.
       2.734E+06    9.64934E-01          5617.
       2.789E+06    9.65800E-01          5614.
       2.846E+06    9.66640E-01          5610.
       2.903E+06    9.67457E-01          5607.
       2.962E+06    9.68251E-01          5603.
       3.022E+06    9.69021E-01          5600.
       3.083E+06    9.69770E-01          5597.
       3.145E+06    9.70499E-01          5594.
       3.208E+06    9.71206E-01          5591.
       3.273E+06    9.71895E-01          5588.
       3.339E+06    9.72564E-01          5585.
       3.407E+06    9.73215E-01          5583.
       3.476E+06    9.73848E-01          5580.
       3.546E+06    9.74464E-01          5577.
       3.617E+06    9.75064E-01          5575.
       3.690E+06    9.75647E-01          5572.
       3.765E+06    9.76215E-01          5570.
       3.841E+06    9.76768E-01          5568.
       3.918E+06    9.77307E-01          5565.
       3.998E+06    9.77831E-01          5563.
       4.078E+06    9.78342E-01          5561.
       4.161E+06    9.78839E-01          5559.
       4.245E+06    9.79324E-01          5557.
       4.330E+06    9.79796E-01          5555.
       4.418E+06    9.80256E-01          5553.
       4.507E+06    9.80705E-01          5551.
       4.598E+06    9.81142E-01          5549.
       4.691E+06    9.81568E-01          5547.
       4.786E+06    9.81984E-01          5546.
       4.882E+06    9.82389E-01          5544.
       4.981E+06    9.82784E-01          5542.
       5.081E+06    9.83169E-01          5541.
       5.184E+06    9.83544E-01          5539.
       5.289E+06    9.83911E-01          5537.
       5.395E+06    9.84268E-01          5536.
       5.504E+06    9.84617E-01          5534.
       5.615E+06    9.84957E-01          5533.
       5.729E+06    9.85289E-01          5532.
       5.844E+06    9.85613E-01          5530.
       5.962E+06    9.85930E-01          5529.
       6.083E+06    9.86238E-01          5527.
       6.206E+06    9.86540E-01          5526.
       6.331E+06    9.86834E-01          5525.
       6.459E+06    9.87121E-01          5524.
       6.589E+06    9.87402E-01          5522.
       6.722E+06    9.87675E-01          5521.
       6.858E+06    9.87943E-01          5520.
       6.996E+06    9.88204E-01          5519.
       7.138E+06    9.88459E-01          5518.
       7.282E+06    9.88708E-01          5517.
       7.429E+06    9.88951E-01          5516.
       7.579E+06    9.89189E-01          5515.
       7.732E+06    9.89421E-01          5514.
       7.888E+06    9.89648E-01          5513.
       8.047E+06    9.89870E-01          5512.
       8.210E+06    9.90086E-01          5511.
       8.376E+06    9.90298E-01          5510.
       8.545E+06    9.90505E-01          5509.
       8.717E+06    9.90707E-01          5508.
       8.893E+06    9.90905E-01          5507.
       9.073E+06    9.91098E-01          5506.
       9.256E+06    9.91287E-01          5506.
       9.443E+06    9.91471E-01          5505.
       9.633E+06    9.91652E-01          5504.
       9.828E+06    9.91828E-01          5503.
       1.003E+07    9.92000E-01          5502.
       1.023E+07    9.92169E-01          5502.
       1.044E+07    9.92334E-01          5501.
       1.065E+07    9.92495E-01          5500.
       1.086E+07    9.92652E-01          5499.
       1.108E+07    9.92807E-01          5499.
       1.130E+07    9.92957E-01          5498.
       1.153E+07    9.93105E-01          5497.
       1.177E+07    9.93249E-01          5497.
       1.200E+07    9.93390E-01          5496.
       1.225E+07    9.93528E-01          5496.
       1.249E+07    9.93663E-01          5495.
       1.274E+07    9.93795E-01          5494.
       1.300E+07    9.93924E-01          5494.
       1.326E+07    9.94050E-01          5493.
       1.353E+07    9.94174E-01          5493.
       1.381E+07    9.94295E-01          5492.
       1.408E+07    9.94413E-01          5492.
       1.437E+07    9.94529E-01          5491.
       1.466E+07    9.94642E-01          5490.
       1.495E+07    9.94753E-01          5490.
       1.526E+07    9.94861E-01          5489.
