# extracted from file 'T0_susa.dat'
# Time (yr)      Neutral Fraction T [K]         
    1.000613e-06   9.999387e-01   1.025007e+02
    1.200289e-06   9.999285e-01   1.029996e+02
    1.440942e-06   9.999162e-01   1.036010e+02
    1.728535e-06   9.999015e-01   1.043196e+02
    2.074242e-06   9.998838e-01   1.051834e+02
    2.488494e-06   9.998626e-01   1.062184e+02
    2.987683e-06   9.998370e-01   1.074655e+02
    3.583729e-06   9.998065e-01   1.089545e+02
    4.301965e-06   9.997697e-01   1.107485e+02
    5.160272e-06   9.997257e-01   1.128922e+02
    6.194413e-06   9.996728e-01   1.154746e+02
    7.434189e-06   9.996093e-01   1.185700e+02
    8.918345e-06   9.995333e-01   1.222747e+02
    1.070052e-05   9.994420e-01   1.267223e+02
    1.284629e-05   9.993322e-01   1.320756e+02
    1.540929e-05   9.992011e-01   1.384675e+02
    1.849681e-05   9.990430e-01   1.461642e+02
    2.219230e-05   9.988540e-01   1.553717e+02
    2.663881e-05   9.986265e-01   1.664435e+02
    3.195554e-05   9.983546e-01   1.796722e+02
    3.834516e-05   9.980279e-01   1.955561e+02
    4.602224e-05   9.976355e-01   2.146200e+02
    5.522520e-05   9.971654e-01   2.374434e+02
    6.628782e-05   9.966005e-01   2.648363e+02
    7.954389e-05   9.959241e-01   2.975996e+02
    9.542257e-05   9.951144e-01   3.367576e+02
    1.144961e-04   9.941427e-01   3.836689e+02
    1.373842e-04   9.929779e-01   4.397828e+02
    1.648501e-04   9.915819e-01   5.068621e+02
    1.978472e-04   9.899074e-01   5.870811e+02
    2.375200e-04   9.878979e-01   6.829997e+02
    2.850130e-04   9.854977e-01   7.970715e+02
    3.418520e-04   9.826328e-01   9.325228e+02
    4.105166e-04   9.791829e-01   1.094621e+03
    4.925326e-04   9.750781e-01   1.286072e+03
    5.909518e-04   9.701751e-01   1.512754e+03
    7.088259e-04   9.643353e-01   1.779948e+03
    8.507326e-04   9.573514e-01   2.095554e+03
    1.020868e-03   9.490451e-01   2.465473e+03
    1.225336e-03   9.391578e-01   2.898247e+03
    1.471002e-03   9.274145e-01   3.401904e+03
    1.763971e-03   9.136021e-01   3.980374e+03
    2.117975e-03   8.971863e-01   4.649042e+03
    2.540644e-03   8.779723e-01   5.406855e+03
    3.050287e-03   8.553513e-01   6.266457e+03
    3.657587e-03   8.291561e-01   7.220404e+03
    4.390009e-03   7.986288e-01   8.279662e+03
    5.268915e-03   7.634760e-01   9.434681e+03
    6.324823e-03   7.232867e-01   1.067732e+04
    7.588251e-03   6.779695e-01   1.198796e+04
    9.101923e-03   6.273993e-01   1.334845e+04
    1.092687e-02   5.714256e-01   1.474211e+04
    1.311193e-02   5.109385e-01   1.613047e+04
    1.573644e-02   4.466887e-01   1.748689e+04
    1.887365e-02   3.803997e-01   1.877368e+04
    2.264562e-02   3.135880e-01   1.996836e+04
    2.717443e-02   2.486842e-01   2.104172e+04
    3.261877e-02   1.881817e-01   2.197309e+04
    3.913732e-02   1.347777e-01   2.274503e+04
    4.696203e-02   9.028432e-02   2.335521e+04
    5.634924e-02   5.582897e-02   2.380856e+04
    6.762853e-02   3.133506e-02   2.412120e+04
    8.114172e-02   1.568645e-02   2.431690e+04
    9.737707e-02   6.831001e-03   2.442628e+04
    1.168473e-01   2.520649e-03   2.447917e+04
    1.402115e-01   7.620187e-04   2.450068e+04
    1.682633e-01   1.812526e-04   2.450778e+04
    2.019059e-01   3.243066e-05   2.450960e+04
    2.422867e-01   4.166574e-06   2.450995e+04
    2.907487e-01   4.164522e-07   2.450999e+04
    3.489029e-01   9.169491e-08   2.451000e+04
    4.193131e-01   7.473415e-08   2.451000e+04
    5.818131e-01   7.422623e-08   2.451001e+04
    6.818131e-01   7.421559e-08   2.451001e+04
    7.818131e-01   7.421144e-08   2.451001e+04
    8.818131e-01   7.420918e-08   2.451002e+04
    1.081813e+00   7.420683e-08   2.451002e+04
    1.308994e+00   7.420575e-08   2.451003e+04
    1.583883e+00   7.420526e-08   2.451004e+04
    1.916498e+00   7.420506e-08   2.451005e+04
    2.318963e+00   7.420498e-08   2.451006e+04
    2.805945e+00   7.420493e-08   2.451008e+04
    3.395193e+00   7.420487e-08   2.451010e+04
    3.734712e+00   7.420483e-08   2.451011e+04
    4.519002e+00   7.420476e-08   2.451013e+04
    5.467992e+00   7.420468e-08   2.451017e+04
    6.616271e+00   7.420458e-08   2.451020e+04
    8.005688e+00   7.420445e-08   2.451025e+04
    9.686882e+00   7.420430e-08   2.451030e+04
    1.172113e+01   7.420412e-08   2.451037e+04
    1.418256e+01   7.420391e-08   2.451045e+04
    1.716090e+01   7.420365e-08   2.451054e+04
    2.076469e+01   7.420334e-08   2.451066e+04
    2.512528e+01   7.420297e-08   2.451080e+04
    3.040159e+01   7.420252e-08   2.451097e+04
    3.344175e+01   7.420226e-08   2.451107e+04
    4.046451e+01   7.420166e-08   2.451129e+04
    4.896206e+01   7.420095e-08   2.451157e+04
    5.924409e+01   7.420009e-08   2.451190e+04
    7.168535e+01   7.419905e-08   2.451230e+04
    8.673927e+01   7.419780e-08   2.451279e+04
    1.049545e+02   7.419629e-08   2.451338e+04
    1.269950e+02   7.419447e-08   2.451409e+04
    1.536639e+02   7.419227e-08   2.451495e+04
    1.859333e+02   7.418960e-08   2.451599e+04
    2.249793e+02   7.418638e-08   2.451725e+04
    2.474773e+02   7.418453e-08   2.451797e+04
    2.994475e+02   7.418024e-08   2.451965e+04
    3.623315e+02   7.417506e-08   2.452168e+04
    4.384211e+02   7.416880e-08   2.452413e+04
