# Time (Myr)     rI [kpc]       vI [km/s]     
  0.7979650      8.5402399E-02   10.5631159663987     
  0.8136380      8.5565910E-02   10.5956831096820     
  0.8236450      8.5671209E-02   10.6047256793538     
  0.8336960      8.5780904E-02   10.6182913149467     
  0.8493790      8.5952304E-02   10.6055547745246     
  0.8594430      8.6065106E-02   10.7422886870132     
  0.8695150      8.6175703E-02   10.8810574893679     
  0.8852650      8.6347707E-02   11.1255630875510     
  0.8953500      8.6457200E-02   11.1541192269144     
  0.9054440      8.6573102E-02   11.1737271941228     
  0.9155400      8.6692400E-02   11.3127408956955     
  0.9256360      8.6818404E-02   11.3605033675497     
  0.9357350      8.6940303E-02   11.5238609419359     
  0.9514990      8.7115608E-02   11.6567281184077     
  0.9672520      8.7304905E-02   11.8636973455384     
  0.9806660      8.7465309E-02   11.8294684497431     
  0.9885860      8.7563701E-02   11.8414756357668     
  0.9932610      8.7621205E-02   11.8414756357668     
  0.9960220      8.7654807E-02   11.8414756357668     
  0.9976520      8.7671705E-02   11.9278725177129     
  0.9986140      8.7685607E-02   11.9278725177129     
  0.9991820      8.7693304E-02   11.9278725177129     
   1.014980      8.7885007E-02   12.1120171377244     
   1.030750      8.8088304E-02   12.1415003319458     
   1.046530      8.8280201E-02   12.2911577988048     
   1.062310      8.8482209E-02   12.3988965344228     
   1.078090      8.8681504E-02   12.5588157237880     
   1.093890      8.8875204E-02   12.6480543272057     
   1.109690      8.9082710E-02   12.7893513800329     
   1.129430      8.9342602E-02   12.8717345864312     
   1.142080      8.9515202E-02   13.0477690348846     
   1.157890      8.9730605E-02   13.2671150232226     
   1.173690      8.9941107E-02   13.3846069815159     
   1.189500      9.0154201E-02   13.4682271516010     
   1.205320      9.0376906E-02   13.5413763216662     
   1.221150      9.0599507E-02   13.5668422781695     
   1.237010      9.0823099E-02   13.6365619686399     
   1.252870      9.1040500E-02   13.7076967313191     
   1.268780      9.1267407E-02   13.7815752557827     
   1.284720      9.1487907E-02   13.8259705860248     
   1.300690      9.1709808E-02   13.8881064156202     
   1.316720      9.1935210E-02   13.9552488757744     
   1.332760      9.2170604E-02   14.0331900556292     
   1.365020      9.2631899E-02   14.1710478328929     
   1.505460      9.4705708E-02   14.7435652098900     
   1.653580      9.6971102E-02   15.1824210464064     
   1.818190      9.9573702E-02   15.7806127668779     
   1.995360      0.1024390       15.5632580318180     
   2.196650      0.1056870       16.0149964577447     
   2.407120      0.1091260       15.9602031519769     
   2.657890      0.1132650       16.2135251220086     
   2.917440      0.1175220       16.1310003193351     
   3.200980      0.1222100       16.1841051563126     
   3.522760      0.1275380       16.2638781823182     
   3.881790      0.1335080       16.4498306038300     
   4.261400      0.1399180       16.6981388189620     
   4.692060      0.1473450       17.0168355220652     
   5.161620      0.1556450       17.5341713167161     
   5.670960      0.1649240       18.1531803612616     
   6.247380      0.1758240       18.7949018045574     
   6.876550      0.1881610       19.4431206467428     
   7.559870      0.2019260       19.9490913365925     
   8.308510      0.2173380       20.4551190211692     
   9.144340      0.2350420       20.9801473228937     
   10.05860      0.2548520       21.4589635874496     
   11.04980      0.2768450       22.0206608717235     
   12.15780      0.3020630       22.5601961125807     
   13.37840      0.3306350       23.2528067228378     
   14.72600      0.3630120       23.8480115633920     
   16.19750      0.3993420       24.4936193346421     
   17.79610      0.4399190       25.1793050855563     
   19.59870      0.4868480       25.8442554423166     
   21.55360      0.5391930       26.6277779855574     
   23.71130      0.5987350       27.3895730701757     
   26.06340      0.6656310       28.2618239359180     
   28.66820      0.7420210       29.2544049192548     
   31.53520      0.8294160       30.3774949222295     
   34.73740      0.9307621       31.6292629892340     
   38.17470       1.044260       32.9748479392191     
   41.99120       1.174880       34.2795320481675     
   46.16290       1.327740       39.7079841445040     
   50.79580       1.549130       53.7669126626756     
   55.89020       1.868250       92.3622920529064     
   61.45300       2.522260       122.551886046391     
