#    t [Myr]     r [kpc]      v [km/s]
  0.1889E+03  0.5022E+01  0.4063E+01
  0.1897E+03  0.5025E+01  0.4034E+01
  0.1904E+03  0.5029E+01  0.4023E+01
  0.1912E+03  0.5032E+01  0.4027E+01
  0.1920E+03  0.5035E+01  0.4048E+01
  0.1927E+03  0.5038E+01  0.4085E+01
  0.1935E+03  0.5041E+01  0.4140E+01
  0.1943E+03  0.5045E+01  0.4209E+01
  0.1951E+03  0.5048E+01  0.4294E+01
  0.1959E+03  0.5051E+01  0.4390E+01
  0.1967E+03  0.5055E+01  0.4160E+01
  0.1975E+03  0.5058E+01  0.4031E+01
  0.1983E+03  0.5062E+01  0.3922E+01
  0.1991E+03  0.5065E+01  0.3830E+01
  0.2000E+03  0.5068E+01  0.3755E+01
  0.2008E+03  0.5071E+01  0.3699E+01
  0.2016E+03  0.5075E+01  0.3662E+01
  0.2025E+03  0.5078E+01  0.3638E+01
  0.2033E+03  0.5081E+01  0.3630E+01
  0.2041E+03  0.5084E+01  0.3636E+01
  0.2050E+03  0.5087E+01  0.3658E+01
  0.2058E+03  0.5090E+01  0.3691E+01
  0.2066E+03  0.5093E+01  0.3741E+01
  0.2075E+03  0.5097E+01  0.3805E+01
  0.2084E+03  0.5100E+01  0.3881E+01
  0.2092E+03  0.5103E+01  0.3940E+01
  0.2101E+03  0.5107E+01  0.3716E+01
  0.2110E+03  0.5110E+01  0.3608E+01
  0.2119E+03  0.5113E+01  0.3515E+01
  0.2127E+03  0.5116E+01  0.3437E+01
  0.2136E+03  0.5120E+01  0.3373E+01
  0.2145E+03  0.5123E+01  0.3323E+01
  0.2154E+03  0.5126E+01  0.3285E+01
  0.2163E+03  0.5129E+01  0.3261E+01
  0.2172E+03  0.5132E+01  0.3250E+01
  0.2181E+03  0.5135E+01  0.3250E+01
  0.2191E+03  0.5138E+01  0.3265E+01
  0.2200E+03  0.5141E+01  0.3293E+01
  0.2209E+03  0.5144E+01  0.3334E+01
  0.2219E+03  0.5147E+01  0.3387E+01
  0.2228E+03  0.5151E+01  0.3453E+01
  0.2238E+03  0.5154E+01  0.3532E+01
  0.2247E+03  0.5157E+01  0.3369E+01
  0.2257E+03  0.5161E+01  0.3233E+01
  0.2267E+03  0.5164E+01  0.3144E+01
  0.2277E+03  0.5167E+01  0.3070E+01
  0.2287E+03  0.5170E+01  0.3008E+01
  0.2297E+03  0.5173E+01  0.2959E+01
  0.2307E+03  0.5176E+01  0.2921E+01
  0.2317E+03  0.5179E+01  0.2895E+01
  0.2327E+03  0.5182E+01  0.2882E+01
  0.2337E+03  0.5185E+01  0.2879E+01
  0.2348E+03  0.5188E+01  0.2889E+01
  0.2358E+03  0.5191E+01  0.2909E+01
  0.2368E+03  0.5194E+01  0.2940E+01
  0.2379E+03  0.5197E+01  0.2981E+01
  0.2389E+03  0.5201E+01  0.3032E+01
  0.2399E+03  0.5204E+01  0.3094E+01
  0.2410E+03  0.5207E+01  0.3087E+01
  0.2421E+03  0.5210E+01  0.2885E+01
  0.2432E+03  0.5214E+01  0.2802E+01
  0.2443E+03  0.5217E+01  0.2731E+01
  0.2453E+03  0.5220E+01  0.2670E+01
  0.2465E+03  0.5223E+01  0.2621E+01
  0.2476E+03  0.5226E+01  0.2581E+01
  0.2487E+03  0.5229E+01  0.2552E+01
  0.2498E+03  0.5232E+01  0.2532E+01
  0.2510E+03  0.5235E+01  0.2522E+01
  0.2522E+03  0.5238E+01  0.2523E+01
  0.2533E+03  0.5241E+01  0.2534E+01
  0.2545E+03  0.5244E+01  0.2554E+01
  0.2557E+03  0.5247E+01  0.2584E+01
  0.2569E+03  0.5250E+01  0.2621E+01
  0.2581E+03  0.5253E+01  0.2669E+01
  0.2593E+03  0.5256E+01  0.2725E+01
  0.2605E+03  0.5260E+01  0.2626E+01
  0.2617E+03  0.5263E+01  0.2474E+01
  0.2630E+03  0.5266E+01  0.2403E+01
  0.2643E+03  0.5269E+01  0.2342E+01
  0.2655E+03  0.5272E+01  0.2292E+01
  0.2668E+03  0.5275E+01  0.2252E+01
  0.2681E+03  0.5278E+01  0.2219E+01
  0.2694E+03  0.5281E+01  0.2197E+01
  0.2708E+03  0.5284E+01  0.2182E+01
  0.2721E+03  0.5287E+01  0.2177E+01
  0.2735E+03  0.5290E+01  0.2179E+01
  0.2748E+03  0.5293E+01  0.2190E+01
  0.2762E+03  0.5296E+01  0.2210E+01
  0.2776E+03  0.5299E+01  0.2238E+01
  0.2790E+03  0.5303E+01  0.2274E+01
  0.2804E+03  0.5306E+01  0.2318E+01
  0.2818E+03  0.5309E+01  0.2363E+01
  0.2833E+03  0.5313E+01  0.2144E+01
  0.2847E+03  0.5316E+01  0.2077E+01
  0.2862E+03  0.5319E+01  0.2020E+01
  0.2877E+03  0.5322E+01  0.1972E+01
  0.2892E+03  0.5325E+01  0.1932E+01
  0.2907E+03  0.5328E+01  0.1900E+01
  0.2922E+03  0.5331E+01  0.1876E+01
  0.2937E+03  0.5334E+01  0.1859E+01
  0.2953E+03  0.5337E+01  0.1849E+01
  0.2969E+03  0.5340E+01  0.1845E+01
  0.2985E+03  0.5343E+01  0.1849E+01
  0.3001E+03  0.5346E+01  0.1861E+01
  0.3017E+03  0.5349E+01  0.1879E+01
  0.3034E+03  0.5352E+01  0.1904E+01
  0.3051E+03  0.5355E+01  0.1936E+01
  0.3067E+03  0.5359E+01  0.1975E+01
  0.3084E+03  0.5362E+01  0.1936E+01
  0.3102E+03  0.5365E+01  0.1764E+01
  0.3119E+03  0.5368E+01  0.1711E+01
  0.3136E+03  0.5371E+01  0.1666E+01
  0.3154E+03  0.5374E+01  0.1628E+01
  0.3171E+03  0.5377E+01  0.1597E+01
  0.3189E+03  0.5380E+01  0.1572E+01
  0.3207E+03  0.5383E+01  0.1551E+01
  0.3225E+03  0.5386E+01  0.1539E+01
  0.3243E+03  0.5389E+01  0.1532E+01
  0.3262E+03  0.5391E+01  0.1529E+01
  0.3281E+03  0.5394E+01  0.1532E+01
  0.3300E+03  0.5397E+01  0.1543E+01
  0.3319E+03  0.5400E+01  0.1556E+01
  0.3338E+03  0.5403E+01  0.1578E+01
  0.3357E+03  0.5407E+01  0.1601E+01
  0.3377E+03  0.5410E+01  0.1630E+01
  0.3397E+03  0.5413E+01  0.1609E+01
  0.3418E+03  0.5416E+01  0.1430E+01
  0.3438E+03  0.5419E+01  0.1386E+01
  0.3459E+03  0.5422E+01  0.1349E+01
  0.3480E+03  0.5425E+01  0.1318E+01
  0.3501E+03  0.5428E+01  0.1291E+01
  0.3522E+03  0.5431E+01  0.1268E+01
  0.3544E+03  0.5433E+01  0.1252E+01
  0.3565E+03  0.5436E+01  0.1241E+01
  0.3587E+03  0.5439E+01  0.1232E+01
  0.3610E+03  0.5442E+01  0.1228E+01
  0.3632E+03  0.5445E+01  0.1229E+01
  0.3655E+03  0.5447E+01  0.1232E+01
  0.3678E+03  0.5450E+01  0.1242E+01
  0.3701E+03  0.5453E+01  0.1255E+01
  0.3725E+03  0.5456E+01  0.1268E+01
  0.3748E+03  0.5459E+01  0.1290E+01
  0.3773E+03  0.5463E+01  0.1311E+01
  0.3797E+03  0.5466E+01  0.1214E+01
  0.3822E+03  0.5469E+01  0.1101E+01
  0.3846E+03  0.5471E+01  0.1068E+01
  0.3871E+03  0.5474E+01  0.1042E+01
  0.3895E+03  0.5477E+01  0.1019E+01
  0.3919E+03  0.5479E+01  0.9994E+00
  0.3944E+03  0.5482E+01  0.9833E+00
  0.3968E+03  0.5484E+01  0.9691E+00
  0.3993E+03  0.5486E+01  0.9605E+00
  0.4017E+03  0.5489E+01  0.9534E+00
  0.4042E+03  0.5491E+01  0.9488E+00
  0.4066E+03  0.5494E+01  0.9466E+00
  0.4091E+03  0.5496E+01  0.9455E+00
  0.4115E+03  0.5498E+01  0.9489E+00
  0.4140E+03  0.5501E+01  0.9528E+00
  0.4164E+03  0.5503E+01  0.9587E+00
  0.4189E+03  0.5505E+01  0.9661E+00
  0.4213E+03  0.5508E+01  0.9739E+00
  0.4238E+03  0.5510E+01  0.9855E+00
  0.4262E+03  0.5513E+01  0.9972E+00
  0.4287E+03  0.5515E+01  0.1010E+01
  0.4311E+03  0.5518E+01  0.8763E+00
  0.4336E+03  0.5520E+01  0.8101E+00
  0.4360E+03  0.5522E+01  0.7918E+00
  0.4385E+03  0.5524E+01  0.7744E+00
  0.4409E+03  0.5526E+01  0.7589E+00
  0.4434E+03  0.5528E+01  0.7450E+00
  0.4458E+03  0.5529E+01  0.7319E+00
  0.4483E+03  0.5531E+01  0.7223E+00
  0.4507E+03  0.5533E+01  0.7130E+00
  0.4532E+03  0.5535E+01  0.7052E+00
  0.4556E+03  0.5536E+01  0.6984E+00
  0.4581E+03  0.5538E+01  0.6920E+00
  0.4605E+03  0.5540E+01  0.6883E+00
  0.4630E+03  0.5542E+01  0.6848E+00
  0.4654E+03  0.5543E+01  0.6822E+00
  0.4679E+03  0.5545E+01  0.6804E+00
  0.4703E+03  0.5547E+01  0.6785E+00
  0.4728E+03  0.5548E+01  0.6791E+00
  0.4752E+03  0.5550E+01  0.6795E+00
  0.4777E+03  0.5552E+01  0.6804E+00
  0.4801E+03  0.5554E+01  0.6819E+00
  0.4825E+03  0.5555E+01  0.6831E+00
  0.4850E+03  0.5557E+01  0.6864E+00
  0.4874E+03  0.5559E+01  0.6893E+00
  0.4899E+03  0.5560E+01  0.6925E+00
  0.4923E+03  0.5562E+01  0.6960E+00
  0.4948E+03  0.5564E+01  0.6990E+00
  0.4972E+03  0.5566E+01  0.7038E+00
  0.4997E+03  0.5567E+01  0.7080E+00
