1.961686e-06, 0.000000e+00
7.192805e-06, 0.000000e+00
1.886208e-05, 4.352480e-06
3.509167e-05, 4.012022e-06
5.596481e-05, 6.901673e-06
8.147529e-05, 7.531770e-06
1.129410e-04, 1.011304e-05
1.501722e-04, 1.112850e-05
1.920622e-04, 1.300448e-05
2.393558e-04, 1.365362e-05
2.910726e-04, 1.567963e-05
3.475274e-04, 1.666248e-05
4.116159e-04, 2.029911e-05
4.808660e-04, 1.934368e-05
5.553224e-04, 2.290419e-05
6.346467e-04, 2.262352e-05
7.173839e-04, 2.486304e-05
8.061716e-04, 2.596256e-05
9.004466e-04, 2.807547e-05
1.001220e-03, 2.987399e-05
1.108767e-03, 3.240745e-05
1.221392e-03, 3.209525e-05
1.337404e-03, 3.463105e-05
1.458693e-03, 3.523571e-05
1.588781e-03, 3.957842e-05
1.724984e-03, 3.881475e-05
1.865406e-03, 4.145406e-05
2.010727e-03, 4.252257e-05
2.161660e-03, 4.440955e-05
2.319152e-03, 4.647114e-05
2.483702e-03, 4.849526e-05
2.656188e-03, 5.085477e-05
2.836189e-03, 5.326841e-05
3.022734e-03, 5.396550e-05
3.213410e-03, 5.621367e-05
3.409648e-03, 5.639283e-05
3.615217e-03, 6.158718e-05
3.830498e-03, 6.268710e-05
4.052045e-03, 6.530312e-05
4.278824e-03, 6.561889e-05
4.515212e-03, 7.023728e-05
4.759633e-03, 7.112299e-05
5.012683e-03, 7.510807e-05
5.278298e-03, 7.760179e-05
5.553185e-03, 8.090139e-05
5.834675e-03, 8.161960e-05
6.124789e-03, 8.639126e-05
6.427088e-03, 8.760115e-05
6.740004e-03, 9.199133e-05
7.065229e-03, 9.640850e-05
7.404179e-03, 9.930084e-05
7.755229e-03, 1.033334e-04
8.127277e-03, 1.118104e-04
8.550576e-03, 1.361933e-04
9.152745e-03, 2.275199e-04
1.038193e-02, 5.415068e-04
1.378909e-02, 1.665087e-03
2.416122e-02, 4.956955e-03
5.566531e-02, 1.505122e-02
1.390440e-01, 3.604123e-02
3.103406e-01, 6.527641e-02
5.533366e-01, 7.479770e-02
7.735255e-01, 5.311042e-02
9.040036e-01, 2.595613e-02
9.623080e-01, 1.043742e-02
9.853054e-01, 3.970234e-03
9.939317e-01, 1.488498e-03
9.970498e-01, 5.292083e-04
9.981862e-01, 1.904643e-04
9.985523e-01, 7.215884e-05
9.986468e-01, 7.626122e-05
9.987078e-01, 6.368977e-05
9.989026e-01, 1.133321e-04
9.989061e-01, 1.103746e-04
9.989120e-01, 1.138630e-04
9.989128e-01, 1.138053e-04
9.989150e-01, 1.157506e-04
9.989177e-01, 1.183432e-04
9.989223e-01, 1.229088e-04
9.989227e-01, 1.233234e-04
9.989281e-01, 1.287490e-04
9.989274e-01, 1.280321e-04
9.989316e-01, 1.322646e-04
9.989327e-01, 1.332884e-04
9.989360e-01, 1.366294e-04
9.989372e-01, 1.378667e-04
9.989393e-01, 1.399043e-04
9.989411e-01, 1.416767e-04
9.989430e-01, 1.436534e-04
9.989448e-01, 1.454539e-04
9.989465e-01, 1.471643e-04
9.989486e-01, 1.492084e-04
9.989501e-01, 1.507417e-04
9.989516e-01, 1.521817e-04
9.989531e-01, 1.537318e-04
9.989539e-01, 1.544910e-04
9.989563e-01, 1.569423e-04
9.989570e-01, 1.576590e-04
9.989586e-01, 1.592185e-04
9.989596e-01, 1.602225e-04
9.989614e-01, 1.620546e-04
9.989620e-01, 1.626577e-04
9.989508e-01, 1.514499e-04
9.989411e-01, 1.417422e-04
9.989164e-01, 1.170721e-04
9.989109e-01, 1.115315e-04
9.988914e-01, 9.197590e-05
9.988816e-01, 8.220667e-05
9.988585e-01, 5.912765e-05
9.988436e-01, 4.416355e-05
9.988295e-01, 3.015924e-05
9.988176e-01, 1.818199e-05
9.987993e-01, 5.960614e-08
9.987901e-01, 9.239876e-06
9.987745e-01, 2.485520e-05
9.987658e-01, 3.355648e-05
9.987471e-01, 5.227146e-05
9.987455e-01, 5.388187e-05
9.987262e-01, 7.313130e-05
9.987202e-01, 7.920647e-05
9.987067e-01, 9.268032e-05
9.986890e-01, 1.103879e-04
9.986864e-01, 1.129496e-04
9.986765e-01, 1.228645e-04
9.986640e-01, 1.353831e-04
9.986534e-01, 1.459662e-04
9.986439e-01, 1.554398e-04
9.986409e-01, 1.585074e-04
