#    t [Myr]     r [kpc]      v [km/s]
  0.196331E+03  0.505783E+01  0.313487E+01
  0.196498E+03  0.505844E+01  0.359062E+01
  0.196665E+03  0.505907E+01  0.371978E+01
  0.196831E+03  0.505969E+01  0.364492E+01
  0.196998E+03  0.506030E+01  0.355636E+01
  0.197165E+03  0.506089E+01  0.347034E+01
  0.197331E+03  0.506148E+01  0.345400E+01
  0.197498E+03  0.506206E+01  0.343643E+01
  0.197665E+03  0.506261E+01  0.320962E+01
  0.197831E+03  0.506313E+01  0.309580E+01
  0.197998E+03  0.506372E+01  0.342539E+01
  0.198165E+03  0.506428E+01  0.333090E+01
  0.198331E+03  0.506493E+01  0.380380E+01
  0.198498E+03  0.506550E+01  0.336245E+01
  0.198665E+03  0.506607E+01  0.331186E+01
  0.198831E+03  0.506663E+01  0.331944E+01
  0.198998E+03  0.506719E+01  0.329852E+01
  0.199165E+03  0.506771E+01  0.304385E+01
  0.199331E+03  0.506826E+01  0.323512E+01
  0.199498E+03  0.506875E+01  0.288714E+01
  0.199665E+03  0.506928E+01  0.309462E+01
  0.199831E+03  0.506983E+01  0.323923E+01
  0.199998E+03  0.507044E+01  0.359409E+01
  0.200165E+03  0.507102E+01  0.337315E+01
  0.200331E+03  0.507163E+01  0.359626E+01
  0.200498E+03  0.507225E+01  0.367218E+01
  0.200665E+03  0.507291E+01  0.386509E+01
  0.200831E+03  0.507350E+01  0.346728E+01
  0.200998E+03  0.507418E+01  0.397773E+01
  0.201165E+03  0.507478E+01  0.355090E+01
  0.201331E+03  0.507542E+01  0.374880E+01
  0.201498E+03  0.507599E+01  0.332673E+01
  0.201665E+03  0.507652E+01  0.310790E+01
  0.201831E+03  0.507711E+01  0.349796E+01
  0.201998E+03  0.507773E+01  0.365185E+01
  0.202165E+03  0.507831E+01  0.341011E+01
  0.202331E+03  0.507892E+01  0.355525E+01
  0.202498E+03  0.507949E+01  0.338619E+01
  0.202665E+03  0.508009E+01  0.347833E+01
  0.202831E+03  0.508066E+01  0.337826E+01
  0.202998E+03  0.508122E+01  0.328524E+01
  0.203165E+03  0.508181E+01  0.347833E+01
  0.203331E+03  0.508236E+01  0.319922E+01
  0.203498E+03  0.508297E+01  0.363457E+01
  0.203665E+03  0.508354E+01  0.333290E+01
  0.203831E+03  0.508412E+01  0.340911E+01
  0.203998E+03  0.508474E+01  0.360302E+01
  0.204165E+03  0.508536E+01  0.367782E+01
  0.204331E+03  0.508596E+01  0.352428E+01
  0.204498E+03  0.508654E+01  0.339007E+01
  0.204665E+03  0.508706E+01  0.305167E+01
  0.204831E+03  0.508758E+01  0.306618E+01
  0.204998E+03  0.508806E+01  0.284419E+01
  0.205165E+03  0.508863E+01  0.331262E+01
  0.205331E+03  0.508922E+01  0.349784E+01
  0.205498E+03  0.508979E+01  0.332679E+01
  0.205665E+03  0.509032E+01  0.311936E+01
  0.205831E+03  0.509083E+01  0.302129E+01
  0.205998E+03  0.509138E+01  0.319634E+01
  0.206165E+03  0.509192E+01  0.316508E+01
  0.206331E+03  0.509243E+01  0.300296E+01
  0.206498E+03  0.509297E+01  0.320280E+01
  0.206665E+03  0.509349E+01  0.304092E+01
  0.206831E+03  0.509403E+01  0.318605E+01
  0.206998E+03  0.509459E+01  0.326303E+01
  0.207165E+03  0.509511E+01  0.309691E+01
  0.207331E+03  0.509572E+01  0.354126E+01
  0.207498E+03  0.509623E+01  0.298739E+01
  0.207665E+03  0.509676E+01  0.312653E+01
  0.207831E+03  0.509731E+01  0.323594E+01
  0.207998E+03  0.509782E+01  0.302640E+01
  0.208165E+03  0.509835E+01  0.310115E+01
  0.208331E+03  0.509898E+01  0.371654E+01
  0.208498E+03  0.509955E+01  0.331597E+01
  0.208665E+03  0.510011E+01  0.328871E+01
  0.208831E+03  0.510067E+01  0.329805E+01
  0.208998E+03  0.510122E+01  0.322601E+01
  0.209165E+03  0.510176E+01  0.317665E+01
  0.209331E+03  0.510230E+01  0.318999E+01
  0.209498E+03  0.510290E+01  0.354015E+01
  0.209665E+03  0.510346E+01  0.324922E+01
  0.209831E+03  0.510397E+01  0.302652E+01
  0.209998E+03  0.510461E+01  0.377201E+01
  0.210165E+03  0.510518E+01  0.332796E+01
  0.210331E+03  0.510572E+01  0.320456E+01
  0.210498E+03  0.510633E+01  0.353439E+01
  0.210665E+03  0.510688E+01  0.323488E+01
  0.210831E+03  0.510742E+01  0.320427E+01
  0.210998E+03  0.510796E+01  0.315579E+01
  0.211165E+03  0.510853E+01  0.336792E+01
  0.211331E+03  0.510908E+01  0.319117E+01
  0.211498E+03  0.510959E+01  0.304650E+01
  0.211665E+03  0.511007E+01  0.277855E+01
  0.211831E+03  0.511060E+01  0.314310E+01
  0.211998E+03  0.511111E+01  0.301383E+01
  0.212165E+03  0.511165E+01  0.313605E+01
  0.212331E+03  0.511222E+01  0.335899E+01
  0.212498E+03  0.511275E+01  0.310861E+01
  0.212665E+03  0.511328E+01  0.312941E+01
  0.212831E+03  0.511381E+01  0.311895E+01
  0.212998E+03  0.511433E+01  0.306501E+01
  0.213165E+03  0.511487E+01  0.314680E+01
  0.213331E+03  0.511541E+01  0.318893E+01
  0.213498E+03  0.511591E+01  0.292710E+01
  0.213665E+03  0.511644E+01  0.311772E+01
  0.213831E+03  0.511702E+01  0.341358E+01
  0.213998E+03  0.511760E+01  0.340940E+01
  0.214165E+03  0.511811E+01  0.301253E+01
  0.214331E+03  0.511866E+01  0.319258E+01
  0.214498E+03  0.511916E+01  0.297628E+01
  0.214665E+03  0.511968E+01  0.301647E+01
  0.214831E+03  0.512018E+01  0.297769E+01
  0.214998E+03  0.512064E+01  0.269887E+01
  0.215165E+03  0.512117E+01  0.309168E+01
  0.215331E+03  0.512164E+01  0.278443E+01
  0.215498E+03  0.512218E+01  0.316314E+01
  0.215665E+03  0.512268E+01  0.293015E+01
  0.215831E+03  0.512318E+01  0.291011E+01
  0.215998E+03  0.512374E+01  0.329564E+01
  0.216165E+03  0.512424E+01  0.296570E+01
  0.216331E+03  0.512476E+01  0.306665E+01
  0.216498E+03  0.512525E+01  0.285647E+01
  0.216665E+03  0.512578E+01  0.311960E+01
  0.216831E+03  0.512628E+01  0.293903E+01
  0.216998E+03  0.512680E+01  0.302769E+01
  0.217164E+03  0.512730E+01  0.294755E+01
  0.217331E+03  0.512780E+01  0.294302E+01
  0.217498E+03  0.512829E+01  0.289090E+01
  0.217664E+03  0.512878E+01  0.289090E+01
  0.217831E+03  0.512930E+01  0.304826E+01
  0.217998E+03  0.512982E+01  0.304050E+01
  0.218164E+03  0.513030E+01  0.280029E+01
  0.218331E+03  0.513082E+01  0.309915E+01
  0.218498E+03  0.513128E+01  0.267114E+01
  0.218664E+03  0.513172E+01  0.260233E+01
  0.218831E+03  0.513218E+01  0.268788E+01
  0.218998E+03  0.513265E+01  0.278519E+01
  0.219164E+03  0.513318E+01  0.312594E+01
  0.219331E+03  0.513372E+01  0.315756E+01
  0.219498E+03  0.513418E+01  0.270287E+01
  0.219664E+03  0.513467E+01  0.289143E+01
  0.219831E+03  0.513517E+01  0.291317E+01
  0.219998E+03  0.513569E+01  0.304039E+01
  0.220164E+03  0.513614E+01  0.265674E+01
  0.220331E+03  0.513662E+01  0.281645E+01
  0.220498E+03  0.513706E+01  0.262630E+01
  0.220664E+03  0.513755E+01  0.285741E+01
  0.220831E+03  0.513806E+01  0.298762E+01
  0.220998E+03  0.513846E+01  0.232950E+01
  0.221164E+03  0.513889E+01  0.257036E+01
  0.221331E+03  0.513934E+01  0.259863E+01
  0.221498E+03  0.513979E+01  0.266761E+01
  0.221664E+03  0.514035E+01  0.327249E+01
  0.221831E+03  0.514086E+01  0.299015E+01
  0.221998E+03  0.514138E+01  0.305760E+01
  0.222164E+03  0.514186E+01  0.285323E+01
  0.222331E+03  0.514231E+01  0.260809E+01
  0.222498E+03  0.514277E+01  0.274823E+01
  0.222664E+03  0.514325E+01  0.282403E+01
  0.222831E+03  0.514373E+01  0.281698E+01
  0.222998E+03  0.514421E+01  0.281469E+01
  0.223164E+03  0.514468E+01  0.274112E+01
  0.223331E+03  0.514517E+01  0.289589E+01
  0.223498E+03  0.514570E+01  0.313299E+01
  0.223664E+03  0.514616E+01  0.265709E+01
  0.223831E+03  0.514659E+01  0.254533E+01
  0.223998E+03  0.514705E+01  0.269047E+01
  0.224164E+03  0.514752E+01  0.277655E+01
  0.224331E+03  0.514798E+01  0.270222E+01
  0.224498E+03  0.514851E+01  0.310232E+01
  0.224664E+03  0.514898E+01  0.277955E+01
  0.224831E+03  0.514944E+01  0.271474E+01
  0.224998E+03  0.514993E+01  0.284319E+01
  0.225164E+03  0.515044E+01  0.299279E+01
  0.225331E+03  0.515093E+01  0.291017E+01
  0.225498E+03  0.515140E+01  0.278290E+01
  0.225664E+03  0.515185E+01  0.262007E+01
  0.225831E+03  0.515230E+01  0.261596E+01
  0.225998E+03  0.515277E+01  0.276609E+01
  0.226164E+03  0.515327E+01  0.296858E+01
  0.226331E+03  0.515381E+01  0.316149E+01
  0.226498E+03  0.515426E+01  0.266450E+01
  0.226664E+03  0.515475E+01  0.284448E+01
  0.226831E+03  0.515524E+01  0.292016E+01
  0.226998E+03  0.515572E+01  0.281539E+01
  0.227164E+03  0.515626E+01  0.313775E+01
  0.227331E+03  0.515675E+01  0.287985E+01
  0.227498E+03  0.515722E+01  0.275322E+01
  0.227664E+03  0.515772E+01  0.296276E+01
  0.227831E+03  0.515820E+01  0.282991E+01
  0.227998E+03  0.515867E+01  0.277867E+01
  0.228164E+03  0.515915E+01  0.278219E+01
  0.228331E+03  0.515960E+01  0.263917E+01
  0.228498E+03  0.516009E+01  0.291628E+01
  0.228664E+03  0.516059E+01  0.290154E+01
  0.228831E+03  0.516111E+01  0.304503E+01
  0.228998E+03  0.516158E+01  0.275857E+01
  0.229164E+03  0.516199E+01  0.245190E+01
  0.229331E+03  0.516242E+01  0.251918E+01
  0.229498E+03  0.516293E+01  0.299003E+01
  0.229664E+03  0.516337E+01  0.256355E+01
  0.229831E+03  0.516382E+01  0.265163E+01
  0.229998E+03  0.516428E+01  0.273160E+01
  0.230164E+03  0.516474E+01  0.267437E+01
  0.230331E+03  0.516516E+01  0.249256E+01
  0.230498E+03  0.516564E+01  0.279823E+01
  0.230664E+03  0.516609E+01  0.263012E+01
  0.230831E+03  0.516655E+01  0.270592E+01
  0.230998E+03  0.516700E+01  0.265562E+01
  0.231164E+03  0.516741E+01  0.244409E+01
  0.231331E+03  0.516791E+01  0.291211E+01
  0.231498E+03  0.516837E+01  0.272044E+01
  0.231664E+03  0.516882E+01  0.264781E+01
  0.231831E+03  0.516925E+01  0.250355E+01
  0.231998E+03  0.516966E+01  0.241706E+01
  0.232164E+03  0.517014E+01  0.280082E+01
  0.232331E+03  0.517054E+01  0.238679E+01
  0.232498E+03  0.517097E+01  0.248492E+01
  0.232664E+03  0.517140E+01  0.254022E+01
  0.232831E+03  0.517180E+01  0.237739E+01
  0.232998E+03  0.517221E+01  0.238685E+01
  0.233164E+03  0.517257E+01  0.209546E+01
  0.233331E+03  0.517300E+01  0.255050E+01
  0.233498E+03  0.517341E+01  0.240759E+01
  0.233664E+03  0.517385E+01  0.256002E+01
  0.233831E+03  0.517430E+01  0.265145E+01
  0.233998E+03  0.517477E+01  0.277767E+01
  0.234164E+03  0.517521E+01  0.260603E+01
  0.234331E+03  0.517571E+01  0.292122E+01
  0.234498E+03  0.517621E+01  0.291705E+01
  0.234664E+03  0.517666E+01  0.265797E+01
  0.234831E+03  0.517715E+01  0.290577E+01
  0.234998E+03  0.517764E+01  0.288432E+01
  0.235164E+03  0.517804E+01  0.233538E+01
  0.235331E+03  0.517849E+01  0.265774E+01
  0.235498E+03  0.517894E+01  0.260421E+01
  0.235664E+03  0.517934E+01  0.237680E+01
  0.235831E+03  0.517976E+01  0.242928E+01
  0.235998E+03  0.518021E+01  0.269070E+01
  0.236164E+03  0.518064E+01  0.252935E+01
  0.236331E+03  0.518113E+01  0.286340E+01
  0.236498E+03  0.518159E+01  0.267866E+01
  0.236664E+03  0.518206E+01  0.280852E+01
  0.236831E+03  0.518253E+01  0.271950E+01
  0.236998E+03  0.518291E+01  0.222279E+01
  0.237164E+03  0.518337E+01  0.271709E+01
  0.237331E+03  0.518379E+01  0.249897E+01
  0.237498E+03  0.518417E+01  0.221457E+01
  0.237664E+03  0.518464E+01  0.275093E+01
  0.237831E+03  0.518508E+01  0.258399E+01
  0.237998E+03  0.518552E+01  0.257447E+01
  0.238164E+03  0.518597E+01  0.265962E+01
  0.238331E+03  0.518637E+01  0.237193E+01
  0.238498E+03  0.518681E+01  0.254856E+01
  0.238664E+03  0.518727E+01  0.272185E+01
  0.238831E+03  0.518767E+01  0.232457E+01
  0.238998E+03  0.518811E+01  0.262900E+01
  0.239164E+03  0.518854E+01  0.248739E+01
  0.239331E+03  0.518895E+01  0.240677E+01
  0.239498E+03  0.518935E+01  0.238903E+01
  0.239664E+03  0.518976E+01  0.239050E+01
  0.239831E+03  0.519015E+01  0.232310E+01
  0.239998E+03  0.519055E+01  0.233162E+01
  0.240164E+03  0.519092E+01  0.215487E+01
  0.240331E+03  0.519136E+01  0.260321E+01
  0.240498E+03  0.519176E+01  0.235165E+01
  0.240664E+03  0.519220E+01  0.256296E+01
  0.240831E+03  0.519266E+01  0.272678E+01
  0.240998E+03  0.519306E+01  0.234020E+01
  0.241164E+03  0.519344E+01  0.221956E+01
  0.241331E+03  0.519376E+01  0.189209E+01
  0.241498E+03  0.519420E+01  0.258241E+01
  0.241664E+03  0.519467E+01  0.275898E+01
  0.241831E+03  0.519513E+01  0.272390E+01
  0.241998E+03  0.519557E+01  0.259622E+01
  0.242164E+03  0.519601E+01  0.256595E+01
  0.242331E+03  0.519643E+01  0.246894E+01
  0.242498E+03  0.519686E+01  0.252600E+01
  0.242664E+03  0.519726E+01  0.235700E+01
  0.242831E+03  0.519768E+01  0.246759E+01
  0.242998E+03  0.519808E+01  0.235824E+01
  0.243164E+03  0.519857E+01  0.284095E+01
  0.243331E+03  0.519904E+01  0.278989E+01
  0.243498E+03  0.519949E+01  0.263952E+01
  0.243664E+03  0.519995E+01  0.272837E+01
  0.243831E+03  0.520037E+01  0.242599E+01
  0.243998E+03  0.520082E+01  0.268606E+01
  0.244164E+03  0.520125E+01  0.248181E+01
  0.244331E+03  0.520169E+01  0.258922E+01
  0.244498E+03  0.520211E+01  0.248957E+01
  0.244664E+03  0.520254E+01  0.253023E+01
  0.244831E+03  0.520294E+01  0.235471E+01
  0.244998E+03  0.520339E+01  0.264422E+01
  0.245164E+03  0.520378E+01  0.225858E+01
  0.245331E+03  0.520424E+01  0.273031E+01
  0.245498E+03  0.520467E+01  0.249844E+01
  0.245664E+03  0.520506E+01  0.230647E+01
  0.245831E+03  0.520548E+01  0.246888E+01
  0.245998E+03  0.520594E+01  0.269999E+01
  0.246164E+03  0.520631E+01  0.216856E+01
  0.246331E+03  0.520669E+01  0.223355E+01
  0.246498E+03  0.520705E+01  0.210950E+01
  0.246664E+03  0.520744E+01  0.228802E+01
  0.246831E+03  0.520779E+01  0.207801E+01
  0.246998E+03  0.520817E+01  0.222667E+01
  0.247164E+03  0.520858E+01  0.242987E+01
  0.247331E+03  0.520901E+01  0.251319E+01
  0.247498E+03  0.520940E+01  0.228596E+01
  0.247664E+03  0.520980E+01  0.234707E+01
  0.247831E+03  0.521015E+01  0.204910E+01
  0.247998E+03  0.521049E+01  0.202624E+01
  0.248164E+03  0.521083E+01  0.197847E+01
  0.248331E+03  0.521125E+01  0.246371E+01
  0.248498E+03  0.521160E+01  0.205580E+01
  0.248664E+03  0.521198E+01  0.222080E+01
  0.248831E+03  0.521236E+01  0.227480E+01
  0.248998E+03  0.521279E+01  0.248945E+01
  0.249164E+03  0.521318E+01  0.230506E+01
  0.249331E+03  0.521357E+01  0.226874E+01
  0.249498E+03  0.521398E+01  0.243233E+01
  0.249664E+03  0.521437E+01  0.232374E+01
  0.249831E+03  0.521481E+01  0.255614E+01
  0.249998E+03  0.521520E+01  0.231863E+01
  0.250164E+03  0.521564E+01  0.256102E+01
  0.250331E+03  0.521601E+01  0.219153E+01
  0.250497E+03  0.521647E+01  0.266021E+01
  0.250664E+03  0.521689E+01  0.247964E+01
  0.250831E+03  0.521731E+01  0.245701E+01
  0.250997E+03  0.521769E+01  0.227215E+01
  0.251164E+03  0.521807E+01  0.224712E+01
  0.251331E+03  0.521849E+01  0.243950E+01
  0.251497E+03  0.521894E+01  0.265833E+01
  0.251664E+03  0.521936E+01  0.244432E+01
  0.251831E+03  0.521978E+01  0.245531E+01
  0.251997E+03  0.522020E+01  0.249127E+01
  0.252164E+03  0.522058E+01  0.224324E+01
  0.252331E+03  0.522095E+01  0.217050E+01
  0.252497E+03  0.522137E+01  0.243145E+01
  0.252664E+03  0.522175E+01  0.229078E+01
  0.252831E+03  0.522212E+01  0.216444E+01
  0.252997E+03  0.522262E+01  0.289766E+01
  0.253164E+03  0.522299E+01  0.216656E+01
  0.253331E+03  0.522336E+01  0.219805E+01
  0.253497E+03  0.522374E+01  0.225494E+01
  0.253664E+03  0.522414E+01  0.234355E+01
  0.253831E+03  0.522455E+01  0.240354E+01
  0.253997E+03  0.522494E+01  0.225840E+01
  0.254164E+03  0.522528E+01  0.201396E+01
  0.254331E+03  0.522566E+01  0.224289E+01
  0.254497E+03  0.522604E+01  0.225006E+01
  0.254664E+03  0.522638E+01  0.199997E+01
  0.254831E+03  0.522680E+01  0.243598E+01
  0.254997E+03  0.522723E+01  0.255832E+01
  0.255164E+03  0.522760E+01  0.217426E+01
  0.255331E+03  0.522798E+01  0.218848E+01
  0.255497E+03  0.522836E+01  0.228455E+01
  0.255664E+03  0.522866E+01  0.173520E+01
  0.255831E+03  0.522906E+01  0.234237E+01
  0.255997E+03  0.522944E+01  0.223637E+01
  0.256164E+03  0.522979E+01  0.207959E+01
  0.256331E+03  0.523019E+01  0.234355E+01
  0.256497E+03  0.523055E+01  0.211350E+01
  0.256664E+03  0.523090E+01  0.202965E+01
  0.256831E+03  0.523127E+01  0.219841E+01
  0.256997E+03  0.523160E+01  0.191119E+01
  0.257164E+03  0.523195E+01  0.207707E+01
  0.257331E+03  0.523238E+01  0.254938E+01
  0.257497E+03  0.523277E+01  0.226939E+01
  0.257664E+03  0.523308E+01  0.184385E+01
  0.257831E+03  0.523343E+01  0.201284E+01
  0.257997E+03  0.523375E+01  0.189321E+01
  0.258164E+03  0.523407E+01  0.186400E+01
  0.258331E+03  0.523440E+01  0.198305E+01
  0.258497E+03  0.523474E+01  0.198176E+01
  0.258664E+03  0.523516E+01  0.247599E+01
  0.258831E+03  0.523554E+01  0.221081E+01
  0.258997E+03  0.523591E+01  0.219518E+01
  0.259164E+03  0.523626E+01  0.207783E+01
  0.259331E+03  0.523658E+01  0.185419E+01
  0.259497E+03  0.523697E+01  0.231375E+01
  0.259664E+03  0.523740E+01  0.247576E+01
  0.259831E+03  0.523778E+01  0.223784E+01
  0.259997E+03  0.523813E+01  0.209746E+01
  0.260164E+03  0.523851E+01  0.224330E+01
  0.260331E+03  0.523891E+01  0.232598E+01
  0.260497E+03  0.523926E+01  0.203752E+01
  0.260664E+03  0.523961E+01  0.205973E+01
  0.260831E+03  0.523993E+01  0.191289E+01
  0.260997E+03  0.524025E+01  0.187881E+01
  0.261164E+03  0.524059E+01  0.197335E+01
  0.261331E+03  0.524093E+01  0.198076E+01
  0.261497E+03  0.524132E+01  0.229101E+01
  0.261664E+03  0.524168E+01  0.216662E+01
  0.261831E+03  0.524207E+01  0.225729E+01
  0.261997E+03  0.524244E+01  0.215440E+01
  0.262164E+03  0.524282E+01  0.224312E+01
  0.262331E+03  0.524317E+01  0.207748E+01
  0.262497E+03  0.524347E+01  0.175835E+01
  0.262664E+03  0.524385E+01  0.225805E+01
  0.262831E+03  0.524426E+01  0.236670E+01
  0.262997E+03  0.524465E+01  0.230429E+01
  0.263164E+03  0.524498E+01  0.193763E+01
  0.263331E+03  0.524536E+01  0.224130E+01
  0.263497E+03  0.524564E+01  0.164847E+01
  0.263664E+03  0.524599E+01  0.206343E+01
  0.263831E+03  0.524634E+01  0.205474E+01
  0.263997E+03  0.524668E+01  0.201378E+01
  0.264164E+03  0.524706E+01  0.219976E+01
  0.264331E+03  0.524745E+01  0.231569E+01
  0.264497E+03  0.524784E+01  0.226445E+01
  0.264664E+03  0.524822E+01  0.221474E+01
  0.264831E+03  0.524854E+01  0.189444E+01
  0.264997E+03  0.524885E+01  0.185037E+01
  0.265164E+03  0.524915E+01  0.177116E+01
  0.265331E+03  0.524950E+01  0.202030E+01
  0.265497E+03  0.524991E+01  0.243004E+01
  0.265664E+03  0.525030E+01  0.226551E+01
  0.265831E+03  0.525067E+01  0.218824E+01
  0.265997E+03  0.525102E+01  0.203264E+01
  0.266164E+03  0.525134E+01  0.191477E+01
  0.266331E+03  0.525166E+01  0.184702E+01
  0.266497E+03  0.525200E+01  0.205174E+01
  0.266664E+03  0.525240E+01  0.234002E+01
  0.266831E+03  0.525278E+01  0.223149E+01
  0.266997E+03  0.525316E+01  0.224307E+01
  0.267164E+03  0.525349E+01  0.188586E+01
  0.267331E+03  0.525387E+01  0.228825E+01
  0.267497E+03  0.525419E+01  0.185190E+01
  0.267664E+03  0.525457E+01  0.224383E+01
  0.267831E+03  0.525495E+01  0.222132E+01
  0.267997E+03  0.525532E+01  0.214887E+01
  0.268164E+03  0.525563E+01  0.185771E+01
  0.268331E+03  0.525604E+01  0.240119E+01
  0.268497E+03  0.525638E+01  0.197371E+01
  0.268664E+03  0.525676E+01  0.225823E+01
  0.268831E+03  0.525710E+01  0.200291E+01
  0.268997E+03  0.525749E+01  0.226128E+01
  0.269164E+03  0.525781E+01  0.187875E+01
  0.269331E+03  0.525812E+01  0.186441E+01
  0.269497E+03  0.525845E+01  0.193463E+01
  0.269664E+03  0.525876E+01  0.182140E+01
  0.269831E+03  0.525907E+01  0.183098E+01
  0.269997E+03  0.525944E+01  0.213718E+01
  0.270164E+03  0.525980E+01  0.214864E+01
  0.270331E+03  0.526015E+01  0.203282E+01
  0.270497E+03  0.526053E+01  0.222268E+01
  0.270664E+03  0.526091E+01  0.226827E+01
  0.270831E+03  0.526129E+01  0.220152E+01
  0.270997E+03  0.526164E+01  0.206684E+01
  0.271164E+03  0.526201E+01  0.219306E+01
  0.271331E+03  0.526239E+01  0.224265E+01
  0.271497E+03  0.526274E+01  0.205656E+01
  0.271664E+03  0.526306E+01  0.184919E+01
  0.271831E+03  0.526336E+01  0.176000E+01
  0.271997E+03  0.526375E+01  0.228978E+01
  0.272164E+03  0.526415E+01  0.233514E+01
  0.272331E+03  0.526446E+01  0.183703E+01
  0.272497E+03  0.526477E+01  0.185683E+01
  0.272664E+03  0.526515E+01  0.221051E+01
  0.272831E+03  0.526549E+01  0.199868E+01
  0.272997E+03  0.526578E+01  0.172380E+01
  0.273164E+03  0.526612E+01  0.197894E+01
  0.273331E+03  0.526641E+01  0.172298E+01
  0.273497E+03  0.526677E+01  0.208429E+01
  0.273664E+03  0.526708E+01  0.183744E+01
  0.273831E+03  0.526746E+01  0.221950E+01
  0.273997E+03  0.526775E+01  0.169947E+01
  0.274164E+03  0.526809E+01  0.201948E+01
  0.274331E+03  0.526841E+01  0.184567E+01
  0.274497E+03  0.526875E+01  0.203012E+01
  0.274664E+03  0.526905E+01  0.177545E+01
  0.274831E+03  0.526940E+01  0.204181E+01
  0.274997E+03  0.526980E+01  0.235453E+01
  0.275164E+03  0.527015E+01  0.206896E+01
  0.275331E+03  0.527053E+01  0.223490E+01
  0.275497E+03  0.527083E+01  0.174877E+01
  0.275664E+03  0.527113E+01  0.172944E+01
  0.275831E+03  0.527149E+01  0.213424E+01
  0.275997E+03  0.527188E+01  0.232092E+01
  0.276164E+03  0.527217E+01  0.166292E+01
  0.276331E+03  0.527248E+01  0.183850E+01
  0.276497E+03  0.527287E+01  0.230371E+01
  0.276664E+03  0.527315E+01  0.162773E+01
  0.276831E+03  0.527350E+01  0.203558E+01
  0.276997E+03  0.527383E+01  0.198693E+01
  0.277164E+03  0.527415E+01  0.186142E+01
  0.277331E+03  0.527449E+01  0.198705E+01
  0.277497E+03  0.527486E+01  0.215534E+01
  0.277664E+03  0.527514E+01  0.168084E+01
  0.277831E+03  0.527545E+01  0.182692E+01
  0.277997E+03  0.527575E+01  0.177075E+01
  0.278164E+03  0.527607E+01  0.185125E+01
  0.278331E+03  0.527638E+01  0.182093E+01
  0.278497E+03  0.527667E+01  0.171833E+01
  0.278664E+03  0.527700E+01  0.192776E+01
  0.278831E+03  0.527735E+01  0.204099E+01
  0.278997E+03  0.527760E+01  0.149581E+01
  0.279164E+03  0.527797E+01  0.215539E+01
  0.279331E+03  0.527837E+01  0.234660E+01
  0.279497E+03  0.527872E+01  0.208894E+01
  0.279664E+03  0.527905E+01  0.192347E+01
  0.279831E+03  0.527935E+01  0.177704E+01
  0.279997E+03  0.527970E+01  0.202254E+01
  0.280164E+03  0.528005E+01  0.205797E+01
  0.280331E+03  0.528034E+01  0.169289E+01
  0.280497E+03  0.528063E+01  0.175482E+01
  0.280664E+03  0.528101E+01  0.220681E+01
  0.280831E+03  0.528138E+01  0.214740E+01
  0.280997E+03  0.528171E+01  0.193833E+01
  0.281164E+03  0.528198E+01  0.162050E+01
  0.281331E+03  0.528228E+01  0.175729E+01
  0.281497E+03  0.528259E+01  0.180718E+01
  0.281664E+03  0.528288E+01  0.173314E+01
  0.281831E+03  0.528318E+01  0.171822E+01
  0.281997E+03  0.528354E+01  0.212572E+01
  0.282164E+03  0.528385E+01  0.186347E+01
  0.282331E+03  0.528415E+01  0.176916E+01
  0.282497E+03  0.528445E+01  0.173432E+01
  0.282664E+03  0.528472E+01  0.160869E+01
  0.282831E+03  0.528500E+01  0.162285E+01
  0.282997E+03  0.528533E+01  0.195185E+01
  0.283164E+03  0.528569E+01  0.208958E+01
  0.283330E+03  0.528610E+01  0.242105E+01
  0.283497E+03  0.528644E+01  0.197100E+01
  0.283664E+03  0.528678E+01  0.204810E+01
  0.283830E+03  0.528710E+01  0.186500E+01
  0.283997E+03  0.528743E+01  0.191224E+01
  0.284164E+03  0.528773E+01  0.180495E+01
  0.284330E+03  0.528805E+01  0.183668E+01
  0.284497E+03  0.528834E+01  0.174930E+01
  0.284664E+03  0.528868E+01  0.196495E+01
  0.284830E+03  0.528895E+01  0.161944E+01
  0.284997E+03  0.528930E+01  0.202142E+01
  0.285164E+03  0.528970E+01  0.233620E+01
  0.285330E+03  0.529001E+01  0.181958E+01
  0.285497E+03  0.529035E+01  0.204322E+01
  0.285664E+03  0.529069E+01  0.198893E+01
  0.285830E+03  0.529105E+01  0.213418E+01
  0.285997E+03  0.529141E+01  0.208024E+01
  0.286164E+03  0.529167E+01  0.153171E+01
  0.286330E+03  0.529195E+01  0.162420E+01
  0.286497E+03  0.529226E+01  0.185542E+01
  0.286664E+03  0.529256E+01  0.174225E+01
  0.286830E+03  0.529283E+01  0.161110E+01
  0.286997E+03  0.529311E+01  0.165987E+01
  0.287164E+03  0.529336E+01  0.146132E+01
  0.287330E+03  0.529367E+01  0.179766E+01
  0.287497E+03  0.529398E+01  0.180753E+01
  0.287664E+03  0.529425E+01  0.159717E+01
  0.287830E+03  0.529455E+01  0.176047E+01
  0.287997E+03  0.529484E+01  0.170317E+01
  0.288164E+03  0.529514E+01  0.175853E+01
  0.288330E+03  0.529535E+01  0.125089E+01
  0.288497E+03  0.529563E+01  0.163877E+01
  0.288664E+03  0.529590E+01  0.157684E+01
  0.288830E+03  0.529623E+01  0.197265E+01
  0.288997E+03  0.529659E+01  0.206972E+01
  0.289164E+03  0.529690E+01  0.186183E+01
  0.289330E+03  0.529722E+01  0.183668E+01
